,review,label
16,"제작진|의|노력|이|보이|는|작품|,|재방|더|이상|안|해|주|나|.|...",1
17,배우|들|이|아깝|다|.|스토리|도|매끄럽|지|못하|고|억지로|감동|적|인|척|하|는|엔딩|.|차라리|멤버|각자|의|인생|을|좀|더|보여|주|었|다면|.|..,0
18,"진짜|1|,|2|편|은|언제|봐도|안|질려|요|대박",1
19,보다|껏|다|노|잼|일|베|가|더|잼|있|다,0
20,잔인|하|지|도|불편|한|감정|도|안|든다|.|억지|반전|때문|에|오히려|짜증|만,0
21,어릴|때|봤|던|최고|의|영화|.|.|!|!|박남정|최고|!|!!!!!!!!!,1
22,찌질|이|아빠|가|험난|한|세상|을|살|아|갈|딸|에게|마지막|으로|주|는|최고|의|선물|.|..|격정|적|이|고|아름답|다|.|초기|작인|노리코|의|식탁|보단|대중|적|이|고|친절|해진|듯|.|.|김지운|같|은|겉멋|에|만|찌든|한국|감독|들|이|본받|을|점|도|많|고|.|..,1
23,옛날|에|봤|던|건데|재밌|다|ㅋㅋㅋ,1
24,"""|마음|한|곳|이|꽉|차|는|듯|한|느낌|이|다|.|.|""""|정의|""""|익숙|한|단어|였|지만|그|의미|는|모호|했|다|.|이|영화|를|보|며|""""|정의|""""|라는|게|무엇|인지|보여|주|었|다|.|배트맨|비긴즈|는|영화|라는|틀|을|넘|어|인생|을|보여준다|.|""",1
25,재미있|지라|~~|오오미|~|순수|한|북한|동무|를|주|적|이|라는|리|명박|정부|는|반성|해야|된|당께|~~,0
26,본드|걸|2|명|클|래스|에|4|점|끝|영화|로서|는|구리|다,0
27,스토리|가|부실|하|고|코믹|적|면도|부족|하|다|그렇|다고|감동|이|있|는|것|도|아니|다,0
28,너무|좋|아|ㅋ,1
29,오지명|식|코믹|?|??|키키|키키|키,0
30,물|이|포도주|로|변하|는|진정|한|마술|적|힘|을|가진|순수|영화,1
31,재밌|었|음|.|특히|노래방,1
32,정말|간만에|즐거운|영화|였|어요|!|!^^,1
33,이|영화|10|점|준|사람|은|이|영화|감독|식구|들|이|냐|.|..|내|가|본|액션|중|에|.|최악|이|다|스토리|연출|둘|다|1|점|도|아까움|.|영화|보|고|빡|쳐서|댓글|달|긴|처음|이|네,0
34,코믹|과|로맨스|의|적절|한|조화|!|영화|보|는|내내|빵|터졌|닼|ㅋㅋ|오히려|광고|보고|예상|했|던|것|보다|재밌|다|!,1
35,문|리버|~|음악|과|영상|이|조화|로운|아름다운|영화,1
36,"누구|나|동등|한|권리|를|보장|받|고|,|정당|한|권리|를|요구|할|수|있|는|것|.|그것|이|정의|다|.",1
37,그대|들|에게|박수|를|!,1
38,3|점|주|려다|4|점|준다,0
39,애니|다운|맛|이|없|는|조악|한|이야기,0
40,내사랑|주지훈,1
41,내용|전개|가|없|음|.|몇|일|째|그대로|.|..|그래서|요즘|안|본다|재미없|어서,0
42,"딴|사람|들|은|어떠|케|생각|할진|모르|겠|지만|내|가|볼땐|재밌|든데요|.|..|달갱이|캐릭터|도|머|라지|.|..|완벽|한|순수|함|?|?|그런|거|같|고|ㅋㅋㅋ|변강|쇠|캐릭터|도|쫌|ㅄ|같|긴|하|지만|진실|하|고|감성|적|인|그런|거|ㅋㅋ|무튼|!|!!|내|가|본|한국|코믹|,|멜로|중|에서|는|제일|잘|찍|은|거|같|아|!|!",1
43,진구|는|이런|역할|이|별로|안|어울리|는|건지|아님|연기력|이|모자란|건지|.|.|보영|은|아직|신인|때|라|그런지|조금|미성숙|한|연기|임|.|.|그리고|영화|내용|이나|연출|도|많이|떨|어|지내|요|.|..,0
44,1|편|을|재미있|게|봐서|2|편|도|기대|하|고|봤|는데|.|.|보다|잤|어요|.|잔인|하|긴|한데|지루|해요|.,0
45,예전|의|국민|여동생|이|아닌|듯|하나|연기|하|는|게|예전|같|지|않|은|듯|뭔가|아쉽|네요|.|예전|엔|귀여웠|는데|.,0
46,보|는|내내|주인공|을|욕하|며|봤|다|.|.|조금|도|감정|이|입|이|안|되|더라|.|.|이런|영화|가|아카데미|상|을|수상|했|는지|의문|스럽|다|.|.,0
47,오즈|의|영화|도|정서|적|학대|와|충격|요법|을|행할|수|있|다,1
48,오글거리|고|눈살|을|찌푸리|게|만들|정도|로|진부|하|고|쥐어짜|는|눈물|.,0
49,약간|창조성|이|부족|한|거|같|아서|점수|를|높|게|줄|수|없|엇|다|.,0
50,닉|vs|여주|핵|발암|핵|쓰레기|두|명|땜|에|도데체|몇|명|이|피해|를|보|는|거|냐|ㅋ|.|.,1
51,이거|평점|왜|이렇게|낮|지|?|ㅋㅋ|당대|에|유명|한|스타|다|나와서|(|지금|얼굴|보|기|도|힘든|나얼|까지|나온|.|..)|완전|재밌|게|봤|는데|ㅋㅋ|생각|보다|현실|성|있|었|음|.|4|점|대|는|좀|아님|.|출연진|보|는|것|만|으로|도|꿀|잼|ㅋㅋㅋ,1
52,신|내고|인어|가|되|서|재미|었|다,1
53,"그냥|꽝|인|영화|,|이자벨|은|헐리|웃|과|인연|이|없|었|다|,|안타까워|ㅜ|.|ㅜ|;;",0
54,완전|재밌|게|봤|는데요|?|19|금테|드|먼저|보|신|분|들|은|재미|가|덜|했|나|봐요|.|.|19|금테|드|도|봐야|겠|네요,1
55,위트|있|고|생각|지|못한|스토리|전개|가|흥미|로웠|어요|~,1
56,박민우|씨|가끔|은|남|을|위해|생각|하|지|말|고|자신|을|위해|생각|해요|배려|하|곷|싶|은|마음|은|이해|하|지만|남|들|한테|는|안|좋|게|보일|수|있|어요|.|..,1
57,레포트|때문|에|봤|는데|의미|있|고|재일|교포|에|대한|현실|을|알|수|있|게|되|었|다|.,1
58,어릴|때|보|고|서른|살|이|넘|어서|다시|봤|는데|역시|나|마음|을|너무|따뜻|하|게|했|다,1
59,귀|가|즐거운|영화,1
60,보|다가|화났|다|.|..|끌|어도|너무|끌|고|속|터짐|.|이우재|엄마|라는|거|이우재|가|아들|이|라는|거|맛|ㄴ|로|도충|븬히할수잇는건데납나비행동도미치도록짜증나게속터짐|욕|나옴,0
61,글쎄|.|...|보|다가|잠들|었|다|.|...|시간|낭비,0
62,쓰레기|분리수거|일|이|언제|지|?|절대|보|지|마|라|절대|후회|한다|.,0
63,아|놔|진짜|어이없|어서|ㅋㅋㅋ|작가|야|민망|하|지|도|않|니|?|??|ㅇㅣ런|쓰레기|드라마|는|살|다|살|다|처음|본다|ㅋㅋ|ㅋㅋ,0
64,분주|하|고|번잡|스러운데|왜|이렇게|지루|할까,0
65,좋|다|.|이|영화|.|너무|좋|다|.,1
66,굿|굿|잘|봤|습니다|~~|ㅅ,1
67,이하나|라는|배우|에게|빠져|든다|정말|매력|있|는|배우|.|안성기|는|두말|하|면|입|아|프|다|.|뭔가|결말|이|시원|치는|않|지만|그건|관객|들|의|몫|이|고|웃음|이|나오|고|애틋|한|느낌|마저|드|는|영화|담|에|와이프|랑|같이|보|면|어떨까|?|ㅎㅎ,1
68,주인공|이|더|나쁜|놈|같|다|.|이건|년|이나|놈|이나|전부|사람|못|죽여서|환장|한|놈|들|같|다|.,0
69,재밌|어|.|...|섹시|해|.|...,1
70,"재밌|게|보|진못했|다|앞쪽|부분|의|뚝뚝|끊기|는|편집|에|,|예루살렘|이|나올|때|마다|보여|주|는|딱|봐도|그래픽|혹은|미니|어|쳐|티|가|확|나|는|조악|한|전경|은|도대체|왜|계속|보여|주|는지|.|..|한|10|번|은|나온|것|같|다|;;|독실|한|신자|입장|에선|좋|다고|볼|수|있|는|영화|겠|지만|그렇|지|않|고서|는|지루|할|수|밖에|없|었|던|.|..",0
71,흠|.|..|포스터|보고|초딩|영화|줄|.|...|오버|연기|조차|가볍|지|않|구나,1
72,이렇게|OO|같|은|영화|는|또|처음|보네,0
73,정말|재미없|는|영화|다시|보|기|싫|음,0
74,시간|이|지나|서|또|봐도|정말|가슴|애린|드라마|.|.....|ㅠ|.|ㅠ,1
75,주인공|도|그렇|고|색감|도|그|랗고|영화|가|이쁘|다|라는|생각|을|했|어요|ㅎㅎ|주인공|만|의|독특|한|매력|도|있|구|여|ㅋ|무엇|보다|여주|가|정말|예쁨|.|..☆,1
76,제니퍼|로렌스|를|너무|믿|은|게|아닌지|.|지루|했|다|.,0
77,아따|!|왜|이리|도|지루|하|오|~!!|나|에겐|허무|함|이|로세|~!,0
78,"모두|에게|잘못|이|있|고|,|모두|에게|책임|이|있|다|.|불편|한|현실|을|평생|맞닥뜨리|며|살|아야|하|겠|지만|,|그럼에도|불구|하|고|사랑|받|을|수|있|다는|희망|을|버려서|는|안|된다|.|책임|을|전가|하|기|전|에|책임|을|생각|해|볼|것|.|겨울|이|있|으면|봄|도|있|는|법|.|계절|은|순환|한다|.",1
79,배우|두|명|아니|었|으면|이|영화|끝|까지|안|봤|을|거|다|아마,0
80,가족|이|라는|단어|가|다시금|생각|하|게|해|주|는|그런|영화|인듯|.|.|간만|에|순수|한|영화|봐서|마음|이|평온|해졌|어요|^^|평점|은|9|.|5,1
81,여기|서|그|무엇|을|더|바라|리오|.|..|신|의|경지|다|(|웃음|),1
82,아|지겨워|!|!!!!!!!!!!!!!!!!!!!!,0
83,이게|진짜|현실|100|%|재판|이|다|.|.|남|일|이|라고|?|언젠가|자신|이|겪|게|될|수|도|있|다|.|.|진짜|집중|하|면서|봤|다|ㅠ,1
84,이건|그냥|.|..|할|일|없|는|몸|파|는|여자|가|몸|팔|러|갔|다가|욕정|없|는|70|대|싸이코|패스|와|노닥거리|다|그|외|의|욕정|을|느끼|고|결혼|하|자고|쫒아|다니|는|준|깡패|와|의|3|남녀|의|시덥|지|않|은|이야기|를|하|는|한국|의|인간|극장|만|도|못한|파렴치|한|영화|가|되|겠|다|.|Wha|tthe|fu,0
85,다른|영화|처럼|지겹|지|않|고|재미있|어요|^^,1
86,어|이|가|없|다|;;;,0
87,진짜|2013|년|들|어|첫|번|째|영화|인데|기대|이하|.|.|아니|더욱더|이하|.|...|차라리|더|빙|을|하|시|지|마시|지|.|...|그닥|내용|도|별로|.|...,0
88,정말|재미있|네요|어떻게|이런|영화|가|나올|수|있|는지|모르|겠|요|!|@,0
89,핀란드|판|바그다드|카페|.|..|덤덤|하|고|담백|하|지만|울림|의|폭|은|묵직|하|다|.,1
90,올레|티비|추천|무료|영화|에|있|어서|별|기대|없이|봤|는데|뜻밖|의|수확|.|이런|스타일|의|영화|는|늘|마음|을|따뜻|하|게|만든|다|.|약간|의|어색|한|유머|코드|도|있|고|좋|았|다|.,1
91,영화|마음|이|속편|이|었|던|가|아니|면|어린이|영화|수준|의|한계|성|인가,0
92,절대|무인|.|...,1
93,결말|이|뭔가|빠진|느낌|이|여,1
94,처음|보|는|사람|에겐|황당|할지|몰라도|감독|님|의|골수팬|으로|이제|우려먹|기|좀|그만|했|으면|한다|.|..|캐릭터|돌려|막|기|.|.,0
95,좋|다|.,1
96,아깝|게|비디오|값|500|원|만|날렸|음|.|.|ㅋㅋ,0
97,굿|이|라는|것|의|의미|를|깨닫|고|민족|문화|를|이해|하|는|데|도움|이|되|었|다|.,1
98,좋|은|드라마|봐서|좋|은데|결방|이|많|네요|ㅜ이제|월드컵|도|하|는데|더|많|아|지|겠|죠|.|.|연속|2|회|방송|안|될까요|?,1
99,십|점|만점|에|십|점,1
100,최고|미화|가|훌륭|함,0
101,"소중|한|금요일|밤|시간|이|영화|보|자고|투자|한|게|아까움|,|점수|줄|수|없|음|.|영화|너무|별로|라|태어나|첨|으로|후기|올림|.",0
102,뒤늦|게|보|고|완전|빠져|듬|!|두|배우|연기|호흡|환상|~|스토리|도|좋|고|최고|임|!|!,1
103,쓰레기|.|....,0
104,2|시간|넘|는|영화|초반|부|빠른|전개|핟다|나중|엔|너무|넘|지|루|합|니|당,0
105,현대인|의|소통|과|단절|그|영원|한|숙제|!|마지막|장면|에서|처절|하|게|울|던|양귀매|!,1
106,"이|영화|를|가장|좋|아|하|는|것|은|20|대|여자|라고|되|있|고|가장|싫|어|하|는|사람|들|이|20|대|남성|이|다|.|이|로써|볼|수|있|는|것|은|여자|는|감정|이|발달|되|있|고|남자|는|이성|이|발달|했|다는|것|이|다|.|감정|이|발달|되|어|있|으니|신|이|란|존재|를|이성|적|,|논리|적|으로|판단|하|지|못하|는|것|이|다",0
107,강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추|@|강추,1
108,케이블|방송|이|라|아쉽|다|지상파|3|사|에서|했|으면|하이|킥|시리즈|뺨칠|만큼|의|인기|였을|텐데|잘|챙겨|보|고|있|습니당|너무|재미있|네요|♥♥|고경표|씨|사랑|합니다,1
109,결론|이|애매|하|다,0
110,진짜|더|빙|이|더|재|밋|네|ㅋㅋ|아이|돌|들|안|써서|그런가,1
111,이거|진짜|보|고|싶|어서|엄청|찾아다녔|는데|ㅜㅜㅜㅜ,1
112,이거|재밌|었|어요|?|나|만|재미없|어서|혼났|나|.|..|암살|보|고|봐서|그런가|.|..|뭐|지이,0
113,답|이|없|따|~~|ㅠㅠ히|11,0
114,우스꽝|스러운|스토리|.|.,0
115,장국영|역대|작품|중|색정남녀|와|함께|가장|최악|의|작품|.|저급|한|각본|과|전개,0
116,"축구|의|신|이|펠레|지|,|무슨|마|라도|나|냐|?|마라도나|는|그냥|축구|천재|다",0
117,이때|까지|만|해도|이명세|가|좋|았었|다|.,1
118,"문소리|의|연기|,|촬영|이|정말|좋|았|다|!",1
119,별|내용|없|네요|.|베드|씬|도,0
120,평점|에|속|았|지|.|..|완전|쓰레기|ㅋㅋ,0
121,10|년|전|쯤|봤|는데|아직|도|마지막|장면|이|인상|에|남|네요|.|..,1
122,그|당시|비디오|대|여비|가|아깝|게|느껴졌|던|영화|!,0
123,스킵|신공|을|반|은|쓴|거|같|다|.|결국|25|부|에서|GG|.|억지|스럽|고|루즈|한|전개|.|무리|한|연장,0
124,오래오래|가시|길|.|..|ㄷ|ㄷ,0
125,정말|신나|게|봤|습니다|.|에너지|가|느껴|지|네요|~,1
126,뭐|니|이거|?|짜증|지대|로|다|다른|배우|들|까지|싸잡히|네|~|ㅉㅉ,0
127,여자|꺼|노출|안|나옴|~|이런|--;|개|낚였|다|.|.|노출|장면|도|거의|없|음,0
128,스토리|전체|가|그냥|물|흐르|듯이|가|는|기분|?|시간|때|우기|용|으로|쓸|때|애|들|관심사|끌|때|나|쓸|영화|지|이걸|돈|주|고|볼|영화|는|아님|딱히|임팩트|도|없|고,0
129,이건|뭐|좃|중|고|딩|들|소설|도|아니|고|세상|참|편하|게|사|는|두뇌|들|인|듯|^^|특히|빨갱이|감싸|주|면서|개수작|논리|피우|는|우리나라|대통령|이|라|.|.|ㅋㅋㅋ|ㅋㅋ,0
130,역시|믿|고|보|는|제이크|질렌할|!|LA|경찰청|은|감독|한테|상|줘야|함|.|두|번|줘야|함|.|그|들|의|24|시간|365|일|이|궁금|하|다|.|계속|보|고|싶|다|.|정규|시리즈|제작|요망,1
131,주|여|.|.|ㅠ|.|ㅠ,1
132,"암만|극장판|이|라지만|그|자체|로써|완성도|라는|게|있|어야|되|는데|,|큐|는|완전|꽝|이|다|.|애니메이션|혼자|급|전개|하|고|떡밥|,|설정|을|가지|고|노|는데|보|는|관객|들|은|전혀|이해|도|공감|도|못하|는데|뭐|하|러|극장판|을|내|나|?|설정|집|을|내|지|.|이딴|설정|놀음|작품|이|미|화|되|니|.|.",0
133,예상|되|지|?|그게|끝|이|야|.,0
134,too|slow|.|..,0
135,나|이런|거|좋|아|해|ㅋㅋㅋ|재밌|음|~~,1
136,이런|답변|을|기다린|분|들|에게|말|합니다|비디오|로|빌려|보|지|마|셈,0
137,"어머니|의|사랑|이|가습|깊숙히|스며들|었|어요|.|,|,|너무|슬프|네요|.|..",1
138,정이건|의|다른|면|을|보|게|되|었|네|.|...,0
139,EBS|가|아니|었|으면|몰랐|을|영화|.|돈|에|대해서|다시금|생각|하|게|되|었|다|.,1
140,막장|드라마|에|이|은|막장|영화|.|..|그래도|이건|흥미|조차|없|다,0
141,씨네|21|황진미|는|환장|해서|눈|뒤집힐|만|한|영화|.,0
142,아|싀|엄청|웃기|다며|!|!,0
143,그저|바라|만|보|세요|.|따듯|해집니다|.|세상|에|슬프|기|만|한|일|은|없|습니다|.|분명|당신|을|웃|게|만들|어|줄|겁니다|.,1
144,영화|가|끝나|고|심장|이|멈춰|버렸|다|.,1
145,그대|사랑|하|기|때문|이|야|~~,1
146,"한|공주|를|보|고|난|뒤|방황|하|는|칼날|이|좀|아쉽|다고|생각|했|는데|,|이걸|보|고|나|니|방|칼|은|정말|수작|이|네|.|동호|만|이|문제|가|아니|다|.|감독|의|전반|적|인|캐릭터|들|묘사|방향|자체|가|섬세|함|이나|리얼리티|가|크|게|떨어진다|.|거기|에|일반인|이|만든|듯|한|UCC|수준|의|연출|ㅉㅉ",0
147,러닝|타임|견디|는|게|고문|이|였|음|;;;,0
148,나|만|당할|수|는|없|지,1
149,에|효|.|..|왕유|치,0
150,그때|나|지금|이나|.|.|너무|많이|가졌|고|너무|가진|게|없|다|.,1
151,난|너무|재밌|게|봤|다|ㅎㅎㅎ,1
152,코난|극장|판중|최고|!|!|ㅋㅋ|ㅋㅋ,1
153,재|밋|게|잘|보|고|왔|어요|담|편|기대|~~~^^,1
154,어째서|다이애나|비|를|이렇게|표현|햇|는지|이해|가|된지|않|는다,0
155,좋|아요|.|..|^^,1
156,멋져|!,1
157,코미디|영화|인|줄|알|고|봤|지만|감동|의|깊이|가|그|어느|영화|보다|도|깊|네요|.|...|제|인생|최고|의|영화|top|5|안|에|든다고|자부|할|수|있|습니다|.,1
158,아|이|평점|은|뭐|야|?,0
159,최고|다|.|진짜|배꼽|빠져서|죽|는|줄|알|았|다|ㅋㅋ|ㅋㅋ,1
160,진짜|완소|드라마|.|..!!!,1
161,이거|방영|할|때|가|초등학생|일|때|였|는데|결말|보|고|완전|빡|친|.|..,1
162,아이|들|과|봤|는데|.|.|볼|만|해요,1
163,아주|약간|봤|는데|좀|재미|있|었|다|상어|CG|도|굿,1
164,대체|왜|4|점|조차|평점|으로|있|는|거|지|.|보|자고|졸라서|.|..|같이|보|던|사람|한테|민망|했|던|영화|.|..,0
165,전광렬|의|카리스마|는|시청자|들|의|호감|을|사로잡|는다|.,1
166,남성|우월주의|를|보|는|듯|해서|별로|좋|은|영화|같|진|않|다|.,0
167,시간|돌려주|세요|.|..,0
168,웃기|지|도|로맨틱|하|지|도|않|다,0
169,난|장혁|이|왜|죽|어야|했|는지|아직|도|의문|을|가지|고|있|다|.|그리고|광고|도|넘|심하|게|하|는|듯|요|.|..|배우|들|연기력|은|좋|았|습니다,0
170,성우|가|저|사람|들|이|었|군|.|더|빙|안|된|버전|으로|봤|으면|좀|더|나았|으려나|.,0
171,"감동|도|있|구요|,|진짜|재미있|었|어요",1
172,수준|이|하|.|..|에휴|~,0
173,미치|도록|재|밌음굿굿ㅋㅋㅋㅋ,1
174,지금|생각|해도|십|노|잼|영화|차라리|더|빙안|된|걸|보|면|더|나|앗|을|탠|데|우리말|더빙|버전|은|오|글|의|극치|개|노|잼|코믹|대사|부분|도|못|살림,0
175,잔잔|하|고|은은|한|영화|.|고양이|를|키우|는|입장|에서|길|고양이|들|이|안쓰러웠|고|이|뻣|습니다|.|영화|참|좋|습니다|.,1
176,운동|능력|은|취|팔로마|~,1
177,"다이아몬드|에|이런|사실|이|있|었|다는|게|,|,|,",1
178,마땅|한|벌이|가|없|으면|시골|에|가|서|농사|나|짓|지,0
179,억지|설정|과|뻔한|에피소드|.|.|어설픈|감독|의|연출|.|.;;|이쁜|로라|램지|때문|에|별|하나|.,0
180,수준|은|니|가|낮|다|왜|냐고|?|이|영화|평점|초기|화전|에|도|이미|평점|최악|이|였|다|헐리우드|영화|가|헐리우드|에서|쓰레기|취급|이|면|말|다|했|지|너|같|은|놈|을|네|다홍|네|다|알|알|겠|냐|?,0
181,너무너무|재밌|다|!|!!,1
182,마지막|1|분|까지|무서운|영화|?|ㅋㅋㅋ|영화|는|더럽|게|잼|없|구|하나|두|안|무섭|다|.|무섭|기|는|개뿔|뻔뻔|해서|소름|돋|는다|.,0
183,인생|최고|의|영화|~,1
184,대한민국|은|이렇게|되|질|않|길|빈다,1
185,처음|엔|재미있|었|는데|.|..|아쉽|다|.|..|이제훈|이랑|유아인|이|아까울|뿐|.|..........,0
186,좋|았|습니다|.|여러모로|!,1
187,총질|게임|과|헐리|웃|오버액션|영화|가|진짜|전쟁|씬|인|줄|아|는|ㅂ|ㅅ|들|이|있|네|.|..|머리|에|든|거|없|는|애|들|이|진짜|전쟁터|에서|총알받이|되|봐야|아|이게|전쟁|이|구하|할|련지|붕|탁|들|.|.,1
188,내용|은|이상|한데|결말|이|이상|해요,0
189,재미|하나|도|없|음,0
190,소문|대로|캐|졸작|이|라고|들|었|는데|정말|캐|졸작|이|군|;;,0
191,그|를|누가|죽였|을까|.|..|그|의|죽음|이|아니|였|다면|흥행|하|기|힘들|었|던|수준|의|영화|.,0
192,이|작가|는|시청자|들|이|개념|도|없|는|초딩|으로|아|나|?|조금|이|라도|고민|좀|하|고|써라|지편|한|대로|갈기|지|말|고|.|.|이런|한심|한|ㅉㅉ|아직|도|이런|드라마|가|?,0
193,진짜|짱|!|!!!!!!!!!!!!!!!!,1
194,다|1|점|주|길래|나|도|1|점|이|다|에라|받|아랏,0
195,결말|은|그냥|.|...|진시황|도|다이너마이트|엔|못|당하|니|노벨|이|짱|이|란|거|네|ㅡㅡ,0
196,사고뭉치|콤비|들|의|어이없|는|주접떨|기,0
197,무슨|말|이얌|.|..|ㅡㅡ|;|허무|함|.|..,0
198,알|아요|도전|하|게끔|만드|는|평점|이|라는|거|ㅋㅋ|그|도전|처참히|짓|뭉게|는|영화,0
199,난잡|하|다|.|...;;,0
200,내용|이|지루|하|네여|너무|끄|는|거|아닌가|한편|두|안|빼|구|봤|는데|이제|안|봐두|신경|안|쓰|게|되|네여|;,0
201,ㅋㅋㅋ|이병헌|눈빛|연기|소름|돋|았|고|정우성|남자|가|봐도|멋진|놈|으로|나왔|는데|이|영화|는|송강호|가|짱|인듯|.|..|진짜|이상|한|놈|을|이만큼|소화|할|수|있|는|배우|가|또|있|을까|?|왜|그|가|최고|의|배우|라|불리|는지|알|수|있|는|영화,1
202,과욕|이|만든|실패작|의|표본|.,0
203,"아|~|쓰레기|영화|인지|.|2002|년|도|에|나왔|던|영화|랑|다를|게|없|군|,|패러디|할꺼|면|좀|다르|게|하|던가|,|누가|봐도|가위|영화|네요|~|(|하지원|,|김규리|나온|영화|)|.|이거|왜|만든|걸까요|?|??|이해|가|안감",0
204,"가장|미션|임파서블|같|은|영화|이|고|톰크루즈|는|찐|짜|이단|헌터|특급|스파이|같|다|연기|쩐|다|.|.|미션|임파서블|3|,|->|미션|4|->|미션|5|는|최|고라|하|고|싶|다|그|중|에|갑|은|미션|3|이|다",1
205,"한때|유명|했|던|영화|포스터|,|그러나|너무|뻔한|스토리|.|.",0
206,이|영화|가|가벼운가|?|너무나|현실|적|이|고|무겁|다고|느꼈|는데|.|..,1
207,넘|재|밎어요|~|12|부|가|마지막|회|라|아쉬워|요|ㅠㅠ,1
208,주제|에|비해|이야기|를|끌어가|는|힘|이|많이|처지|네요|!|!,0
209,너무|잼|있|어서|보|고|또|봤|던|기억|이나|네요|장국영|은|이|세상|에|없|고|왕조현|은|어디|론가|사라져|버려서|지금|은|볼|수|없|지많|원조|천녀|유혼|으로|다시|보|게|되|니|반갑|네요,1
210,저|는|재미있|게|봤|어요|.|..|정말|배|만|지|면서|웃|으면서|잘|보|았|구요|극|중|상열|이|처럼|진짜|사랑|하|는|사람|찾|아서|잘|해|주|고|싶|습니다|!|임창정|씨|연기|진짜|대박|이|구요|정말|웃|으면서|잘|봤|어요|^^,1
211,“|아야세|하루카|”|님|지켜|주|지|못해|미안|해|.,0
212,이빨|교정|하|고|이상하|진애|이상|해|.|.,0
213,너무|재밌|게|보|고|있|어요|.|.|약간|의|막장|은|재미|를|위해|당연|한|거|아닌가요|?|ㅎㅎ|드라마|지만|.|.|최면|지대|로|걸려서|보|고|있|어요|.|.|오|감독|처럼|꾸밈없이|속|쉬원|한|남자|!|!|매력|있|고|넘|멋져요|!|!,1
214,상업|영화|는|아니|고|예술|영화|도|아니|고|그냥|EBS|교육|영화|라고|생각|하|면|만족,0
215,걍|쓰레기,0
216,킬링|타임|용|으로|는|좀|지루|한|면|이|많|은데|볼|만|은|함,1
217,영화|같|은|실화|.|..|결말|로|갈수록|훨씬|놀라운|.,1
218,주인공|심리|에|동화|시키|는|전개|가|상당히|흥미진진|함,1
219,아무렇|지|도|않|게|지우|기|엔|너무|힘든|너무|슬픈|사랑,1
220,와|11|등|이|네|한국|영화|중|에서|진짜|드물|다|이런|경우|ㅋㅋ,0
221,성시경|.|너무|조아|헿헿,1
222,미야자키아오이|10|점|이준기|의|발연기|-|1|점|.|.|또|다른|러브|레터|를|보|는|듯|한|.|..?|ㅋㅋ,1
223,"헛소리|는|관속|에|들어가|서|나|해라|.|무명|이|던|,|이|시절|이|없|었|다면|,|오늘날|의|영광|도|없|었|다|.",0
224,사극|의|아름다움|을|다시|한|번|느끼|게|해|준|작품,1
225,외국|탑|기어|가|짱짱|이|네,0
226,"미안|해|라는|,|말|속|에|숨겨진|전|할|수|없|는|소중|함|들|.",1
