id,document,label
9332659,"와 진짜 영화 못만드네요, 진심입니다;; 국가대표는 어떻게 만들었는지 의문;; 배우도아깝고 고릴라cg도 너무 아깝고..마동석을 이렇게 쓰는감독이 또있을까;;",0
9607730,엄청 몰입해서 봤습니다. 씁쓸하네요,1
5523036,어쩌면 영화가 더 좋을지도 모르겠다는 생각이 들 정도,1
7027475,밑에 쓰잘데기없이 1점날리네,1
9796201,제이슨 좋아하지만 무지 화난다. 역광 노출이나 자막처리도 그렇고..,0
6984565,마린...많은 생각이 드는 영화네요.,1
7562529,김규리 얼굴 완전 갔네 갔어..노출도 없어요,0
8022143,"내생에 최악의 영화! 김광규랑 김선아, 신애때문에 3점이다",0
10221681,이 영화는 신앙을 가지고 있는 사람이 보면 더 이입해서 볼수있을 것 같다. 남들이 원하는 신앙과 내가 지켜나가야할 신앙을 분별하는 것이 얼마나 중요한것인지 알수있다.,1
8927863,0점은 없네 젠장 ....,0
4649997,노래종아,1
2063538,결말이 뭐 이따위야... 일요일에 이딴 쓰래기영화를 보다니 최악이군,0
9294456,포스터만해도지린다..,1
8941057,오빠들♥너무 귀엽고 멋져요♥b1a4의 어느멋진날 흥해라~♥사랑해요♥,1
479719,"모든화면이다살아있고,이윤기이름만으로도봐야할영화..",1
9474309,"90분이 어떻게 지나간지 모르게, 재밌게 봤어요ㅎㅎ 완전 짱짱!",1
5139335,정말 죽이고 싶다.,0
8562458,뻔한 스토리에 정신만 없음...,0
1750209,아무리 장르가 이렇더라도 죽도 밥도 아니네,0
9667985,"배트맨같은 영화를 보면 나도 천하무적영웅이 되고 싶다고 생각했지만, 이 영화를보니 크리스가드너가 정말 영우처럼 보이네요. 나라면 진작에 포기했을텐데 힘든생계를 꿋꿋이 끌고나가는 그가 참 강해보였습니다. 화장실에서 아들끌어앉고 우는 장면은 진짜 슬펐음",1
8176082,정말 대박이오!!!평점. 후기가 구리다길래 봤는데.ㅋㅋ 정말 대박대박.보는내내 어의없고. 끝나고 남는 이 찝찝함...,0
8918543,보는 내내 불편하고 조마조마....,0
9806620,아.. 잘만들었다. 10자,1
10264478,머라해야할지모르겠다 신기원이네그냥,0
7928781,너무 어수선하고 정신없고 이게뭐지?라는생각만든다 재밌게보던 프로였는데 이건 뭐..별반개도 아깝다 술자리에서 서로 떠드는듯한느낌..그나마 김구라씨가 정리라도안했음 방송인지 모를뻔,0
6889819,"........뭐지......이런영화를 ,,,,,,,,,,,,소지섭어떻게 이런영화에.........배우들이 아깝다진짜",0
4096754,ㅠㅠㅠ재미엄써,0
2546306,비글로우 감독은 천재.,1
8087989,노총각 동화. 예쁜 여배우가 순진무구한 남자와...,1
3258289,재미잇었지만 나자신과 가짜인나를 좀더 구체적이게 알았었으면 하는 마음입니다.,1
2137970,다양한 일본여성의 사랑!,1
10272816,"일제 강점기에 사할린으로 강제징용 된 한인의 수는 4만 3천명에 달하며, 이 가운데 상당수는 강제노역 등으로 사망하거나 일본의 패전 이후 사할린에서 생을 마감했다.이걸 만든애들은 지네나라가 우리조상을 얼마나 많이 학살했는지 알리없겠지?",0
4834371,"무슨 이유에서인지는 모르겠지만,왠지 정말로 짜증나는 영화가 나왔다.신상옥 별로.",0
6789720,이 영화는 어린 아이들 뿐만 아니라 어른들에게도 감동을 줄 수 있다고 생각합니다. 여섯개의 이야기가 진행되면서 흥미가 더해지는 느낌을 받았습니다. 여왕과조련사 이야기에 마음이 따뜻해졌습니다 꼭 보세요!,1
4657264,놀라운 미장센. 미해결의 결말이 더욱 매력적.,1
5494298,영화 만추와 비슷한 처지의 영화. 만추꼴 났다고 해야하나.,1
6999679,뭐야 이게..,0
8623360,숲을 배경으로 한 멋진 상상력과 기술력 & 연출력의 3박자를 고루 갖춘 영화,1
1231535,국적불명의 영화. 주가령은 이쁘네 ^^;,0
10002564,재미있어요굿굿굿귯귯,1
10252833,마지막 장면이 정말 감명 깊다~ 톰행크스가 바라본 곳은 바로 관객들~ 그들이다! 어디로 가야할지 방황하는 이들에게 얘기한다~ 걱정하지마! 넌 어디든지 갈 수 있어라고!,1
5332123,나만의 프랑소와는 어디에,1
494587,10점의 점수가 모자르다고 감히 말하고 싶다..,1
277015,이거 왜 개봉하는지 존나 재미없으니 극장가는 불상사는 없길,0
9319524,최고라는 말이 어울리는 영화,1
5059651,대박 대박! 오늘 2회 벌써 기대된다! 한국 드라마의 한계를 지운 작품!!,1
784622,다알죠? 벼로인거,0
9771487,"여교수의은밀한매력 , 다세포소녀 , 성냥팔이소녀의 재림 , 7광구 ... 성지순례 왔습니다~",0
5956161,삼류영화 특유의 개그코드와 억지감동 끼워넣기.. 정말 진절머리가 난다,0
9717356,계속 끊기는건 왜죠 ㅋㅋㅋ 씹노잼,0
8650179,왜 빵점 주는건 없는거야!!,0
6921640,"에이프릴 너무 좋다. 사실 아일라 피셔 광팬이라,,영화보는 내내 이루어지길 원했는데 감독이 뭘 아네 ㅋㅋㅋㅋㅋㅋ",1
2907413,"ㅋㅋ마지막장면,,아우진짜민망하구나허리에줄매달고냅다돌리면그게춤이니???",0
6517348,취향마다 다르겠지만 나한테는 재밌었음,1
3377423,전편에 비해 상업적으로 되긴했지만 적어도 2까지는 액션의 걸작 + 제임스캐머론 각본,1
2799270,신을 믿는자들이나 볼것.,0
8903657,진짜몇번을봐도질리지않는다!,1
6248274,삐까 뻔쩍한 동기(소재) 전혀 어긋난 도깨비 시장(영화판),0
7233452,"평점치고 상당히재미없고 진부하고 식상한...재미로보려면 포기하고,꼭 학창시절 학교에서 교훈영화 틀어줄때나 볼만한 영화. 보다가 딴거했다",0
8919946,언제쯤 재미 있어지려나 하면서 2박3일 본 영화~~~!!이런 된장!,0
5896352,5번 봤어요!,1
7502046,재미있게 봤습니다 ㅎㅎ,1
389666,드라마가 끝난게 너무 아쉬워요. 김상경님 넘 멋졌어요,1
8099549,원작좀 살리지그래? 다시만드세요. ㅅㄱ,0
8339160,쓰레기같다 재미하나도없다 억지로 만든 영화같다 비추.완전...,0
3224552,진짜 추천!! 많은걸 담고있으면서도 정신없지가 않다,1
6011823,"캠프락,버레스크등 영향인가? 지루하고 잼없어..",0
7264140,제발 좀 복수 통쾌하게 해주세요 제발요 너무재밋긴한데 답답해요 부탁합니다,0
8624765,"스펙타클한 액션도, 대단한 편집기술도, 장황한 복수극도 없다. 영화가 주는 씁쓸함과 현실감에 오롯이 집중할때 비로소 한 부모의 분노, 절규, 아이가 받았을 고통, 앞으로 살아가야 할 삶의 무게 등이 무겁게 다가온다.",1
9866507,이런게 또 개봉하나?...스크린 낭비는 이런거임..,0
6756694,초딩때봤는데잘기억은안나지만최악의영화라는게머릿속에새겨져있다 7광구가지금추석때매하도욕을먹고있길래쳐봤다,0
10137827,여주인공 완전 발암물질이네그냥좀 초반에 죽어버리지 보고있는 내내 짜증나서 못참겠다,0
5208016,원표의 골수팬이 아니라면 관람 금지.. 그래도 난 원표의 영원한 팬이므로 10점..^^;,1
10087248,영화보다 더 놀라운 건 이 모든게 다 진짜 있었던 일이라는거다...순도<<100%>><<트루 스토리>>라는게 영화보다 더 놀랍다...세세 생생 단 한번이라도 이런 삶을 살아보고 싶은데 말이지...에너지가 부족한건지...도대체,1
10277779,별다른 보호없이 길거리에 버려지는 유기견과 믹스견에 대해 다시한번 생각하게 만드는 영화..,1
9382439,"귀여운 토마스! 조카 데리고 가서 보여줬는데 너무 좋아하네요, 저까지 재밌게 봄!!",1
8541698,영화관에서볼수없어아쉽네요ㅠ,1
8195542,분위기 있는 연출 감각은 고무적이나 진부함을 엉성하게 풀어낸 점은 아쉽다,0
10112425,보고 또 보고 몇 번이나 더 보더라도 내가 놓친 점들을 되새겨 보고 곱씹어볼 수 있는 영화...희대의 명작,1
8831270,꼭 보세요. 허리우드 영화보다 더 만족스러웠어요. 삶의 방식을 이렇게 대비시킬 수 있는 시나리오..연기 모두 훌륭합니다.,1
8624979,문제가 많은 프로그램이라고 생각합니다 한 연예인을 비웃고 사기꾼으로 몰은 제작진은 우결 폐지 해야 합니다재미를 떠나서 사회적인 문제가 있는 프로그램입니다,0
10011992,가슴이 뜨거워지는 영화,1
10263524,이 좋은 소재를 이렇게 밖에 못 만드는 것도 능력이다. 능력! 그리고 배우들은 연기 연습 좀 했으면...보기 안쓰러울 지경이였다.,0
9949734,우리가 쉽게 접하는 돼지고기에 대해 다시한번 생각하게 해주는영화. 이재로 편하게 돼지고기를 먹어도 되는것인가 고민.,1
436725,너무 인상깊었구 연기가 너무 조았구 **^^*최고~,1
1931984,재밌어,1
9004621,어린시절 영화라 정확히 기억은 안나지만 슬펐던걸로 기억. 나중에 꼭 다시 한번 보고픈영화.,1
7991752,f이것도 영화라고 ㅋㅋ,0
3450260,젠장....,0
7400949,굿,1
2006958,한국영화의 걸작!!,1
9021487,광기와 분노 연기를 정말 잘 소화하는 벤 포스터가 기억에 남는 영화. 액션 스릴러라는 장르치고는 별 볼일 없는 영화,0
6192845,"음..평점이 왜이렇게 높은지 모르겠다,, 내용 개 오글., 현실성없음..",0
9250264,이야 이제 하다하다안되서 영화까지 짝퉁이나오냐?? 그것도 재밌거나 퀄이좋다면 말을안해,0
3604822,저는 이영화 학교에서 보여줬는데 중간에못봐서아쉬움,1
9121123,결국 또 한 사람이 쌩뚱맞게 죽어야 모든것이 나아지고 철드는 전형적인 억지감성 짜내기네. 후반부에 지나친 클리셰를 보고있자니 오그라든다.,0
9836834,7점 중반대 정도는 가야한다고 생각해서 10점,1
527006,정말 괴상한 영화다,0
8676020,똥푸산 촌놈새끼들이나 볼영화,0
2942784,언제봐도 가슴 시린..,1
6217341,1점도 아까움,0
10099743,전혀 기대안했는데...짱이에요...,1
5540670,좋습니다.,1
19167,영화관에서 개봉될지조차 의문..ㅠ.ㅠ,0
7580173,이건 영화가 아니라 연극이였어야 돼!! 이건 연극이 아니라 소설 이였어야돼!!,0
2267137,옛날엔 정말 재미있게 봤는데 지금도 통할까 이때가 최지우 가장 이쁠때인가?,1
7287071,졸잼,1
6472459,아무리 2003년이라도 CG캐압박...,0
160273,생명의 소중함과 태어나게 해주심을 감사드린다...,1
7885320,정말 재밌게본 드라마. 공중파와 다르게 포커스가 사랑에 맞춰진게 아니라 본연의 소재를 부각시키면서 흐름을 진행된게 가장 좋지않았나 싶음. 개인적으로 아쉬운점이라면. 칼이 전부 모자이크처럼 화면에 나와서 그게좀 흠이라면 흠. 그것떄문에 흐름이 끈김.,1
9387596,"스토리 말고는 다 좋습니다~, 정말 쓰1레기 스토리를 에니매이션으로 멋있게 만들어 놓은 느낌입니다.",0
9586645,"시작할 땐 아무 생각없이 봤는데 저도 모르게 끝날 때까지 몰입해서 봤네요~홍콩에는 독특한코미디의 제왕 주성치가 있는데 ,한국코미디의 새로운 길이 열리지않을까.... 앞으로가 기대 되네요^^",1
9477112,"어우 답답, 노답, 노잼",0
10050311,유덕화와 매염방.. 이때만 해도 매염방 인기 좋았는데.. 자궁암으로 사망.. 추억의 매염방,0
9764286,재미없고 지루한것이 꼭 교육용 영화같다,0
6556759,퍼니플래닛 홈페이지->NC의 리뷰 245번의 싸인 리부를 보면 이 영화가 쓰레게라는 것을 알게 된다. 진짜 쓰레기.... 아놔 이거 왜 0점은 안 돼?,0
10193116,너무 이쁘고 넘 재밌다♡♡♡,1
3044096,마지막에 진짜 좋았는뎅 내가슴속에 영원히 담겨져 있슴 ㅠㅠ 완죤 잼났슴 ㅠㅠ,1
9691699,와 살다살다 이딴 쌈마이 영화가 평점이 8점대가 넘다니... 주점녀랑 썸타는 킬링학살용 영화,0
6674904,TV에서 해주길래 봤는데 액션은 그럭저럭 볼만한데 작가가 초딩이여 뭐여 .. 오글오글..,0
5955373,영화 황진이는 진짜 재미없었다ㅋ이게 훨씬재밌다,1
2213644,책 한권 읽는 기분,0
9970132,어메이징보고 다시보니 급이 틀리구나 가필드가 낄데안낄데 분간을 못했구나,1
5246214,"마지막이많이허무해띀 왠지마지막남은배우볼려고 보는것같은 느낌,아이도싱기했꽁",1
8979062,아카데미 상 은 개나소나 받는게 아니다.,1
9332323,최고의영화..2년이지났지만 아직도 생생합니다정말로 고마운영화,1
8703132,개인적으로 라푼젤이나 겨울왕국보다 훨씬 재밌게 봤어요,1
7146361,진짜딱 3점짜리영화. 초반에는 감정이입도 되고좋았는데 후반부로갈수록 얘기가 너무 장나라위주에 전개가 툭툭 끊기질않나..엔딩 장면은 특히 압권이었음 본 시간이 아깝다.,0
3430717,로라 잉걸스 와일드의 자전적 소설 ...,1
9647504,뭐 이리 재미없는 영화도 있냐 일년전에 나온 스타워즈보다 못해,0
8834181,엑스트라로 나왔지만 너도 곧 큰 배우가 될거다 정해욱 ㅋㅋ응원하고 있응께 기죽지말고 열심히 해라 ~~~!,1
82805,제가 어릴적 순수할때 봐서 그런지 항상 기억하게 되는 영화입니다,1
8474396,쓰레기영화 ㅡㅡ 배트맨이더잼,0
6052435,역시 어른들이 보기에는 별로였다..ㅋ,0
5884028,정말 현실하곤 맞지않음..음악하는 사람들이 보면 우스움....;;,0
9113543,최고의 배우들로 만들어진 병맛 영화~ 호불호는 당신몫,1
6812628,엄청 쓰레기같은 영화...0점이 있으면 주고싶다,0
10141805,정말 명작입니다.. 정말 이건꼭봐야합니다.. 힐링이 장난아니게됬습니다. 감사합니다ㅠㅠ 지브라 형님드류ㅠㅠ,1
4240881,내게는 최고의 영화...,1
5661380,참신하고 잼있었는데ㅋ,1
7441153,손예진이여배우중에갑,1
4814073,건담보단 이데온,1
1621615,일부 장면만 봤는데 쓰레기 영화..못봐주겠네,0
9184535,"뮤지컬, 오디션, 개과천선하는 남주 등 당시 유행하던 요소들은 다 갖다 쓰는 진부함을 보여주면서도 배합을 잘 못해 깊이 없이 전개하다 억지 감동으로 마무리. 15세 미만 아이들이 보면 딱 만족할만한 영화",0
8170609,은희라쓰고 석구라 읽는다.,0
7934736,남자인데 완전 잼잇네요 ㅋㅋㅋㅋ,1
6403255,기수 아저씨가 매우 아름답다..,1
2780327,어.. 전 무섭던데. 말 못하는 아이가 손가락질하는 유령...,1
7229949,한국인무시하는,0
9303586,5번 봤는데 별로 중독성 없는 듯. 이번 겨울에 다시 봐야지.,1
8098511,재용이형 언제 엽기적인그녀같은거한번 더만들어줄꺼야 ㅠㅠ,0
9913582,생각을 하게 되는 영화...,1
4735035,초딩때 선생님이 틀어준 영화..아직도 생생하다,1
8077520,영화를 본지 오랜시간이 흘러도 가끔 장면 하나하나가 떠오른다 먹먹하다...사채를 내서라도 영화를 만들겠다는 감독의 의지가 대단한 것 같고 존경스럽다... 감독님 화이팅^^,1
7396243,불륜영화 보는 내내 더럽고 역겨워서 결국 다 안봤음. 연기자가 스테프의 노력과 땀을 똥으로 만든 영화,0
8905130,2시간이 넘는 러닝타임이 지루하군,0
9285413,박진감 넘치고 긴장하면서 본 좋은 영화이지만 무엇보다도 소방관님들 존경합니다.,1
5582324,늬긔믜 씌부뤌 장난치냐?,0
9799042,"마지막 손칼든 적과의 1:1 대결은 내가 이제껏 보아온 수많은 액션영화의 명장면 중에서도 최고다. 몸을 사리지 않는 이 영화의 주연, 조연분들에게 박수를~!",1
8229047,한채영 노출마케팅을이용하더니 한채영하는게안나와 화면더 너무어둡게하고 노출로 소비자들 괜객 우롱하지마라,0
9251874,지루함이 몰려왔음...김치걸이 헛된망상이나 꾸게 만드는 영화임...꼴패미 영화 그만좀...,0
5322896,저 여자 어디가 사랑스러울까 ㅋㅋㅋ 보기 싫게만들던대,0
8587405,러브레터 사월이야기 오쿠리비토 남극의쉐프 거북이는의외로빨리헤엄친다 그리고 이 영화.,1
9938291,앞 시리즈들을 제대로 말아먹네,0
3195351,전설의고향을 보는듯한 (허무 반전의) 원혼극화.,0
7926092,아이들이 너무 좋아하네요ㅎ,1
821216,아주 잘 ~ 만든 영화 . ㅋㅋㅋ,0
6007967,스토리 전개가 지루한것도 짜증나는데 김민준 남상미 발연기 도저히 눈뜨고 못보겠다,0
8760300,갈수록 흥미진진해지네요 묻고 뜯고 맛보고 즐기고!!ㅋㅋ,1
7330510,짧은영화라 고민하면서 봤는데 절대 후회안합니다 ㅎ 머 쪼금 아쉽긴하지만 ㅎㅎ,1
4583977,결국 우두머리가 잡히지 않아서 아쉽지만 재미있다.,1
8209745,원래 사업이든 영화든 발상만으로 거저먹으려들면 망하게 되있다.. 걍 비호감..,0
9845444,코난에 키드가 나오면 일단 10점 먹고 들어가는 거다,1
1654076,증인을 죽이기 위해 따라다니며 주변사람 막죽이는 허좁한 영화,0
7717884,민율이 너무 귀여워요~민국이와 함께 고정햇으면 좋겟어요 성선비 준이도 너무 이쁘고~~,1
4209099,마지막 금성무 가 이연걸 주먹으로때리는장면 대박.......................,1
2309773,보는데 한계가느껴짐,0
4541078,이런 걸 돈 내고 극장에서 누가 볼까 하는 생각이 들었다,0
8100685,예고편 노래 낚여서 봤음 노래 10점 영화 일본 B급 호러 영화보다도 못함 아 눈썩어 완전 저질 예고편 노래 아시는분 있으면 알려주세요 예고편 노래만 10점 영화 안에서는 예고편 노래가 안나와서 가수나 곡명을 모름 예고편 노래좀 알려주세요,1
9747622,감독판이아니었다는게아쉬웠지만 극장에서 볼수있었다는것만으로도 벅찼습니다,1
2240640,어른들에겐 지루하고 단조롭고 밋밋한 수면제,0
3607015,"중간에 늘어지는 부분있긴 하지만, 내가 본 드라마 중 열손가락 안에 듬",1
7550168,역시 쩐다ㅋㅋㅋㅋ 근데2가더재밋는듯,1
6070647,보지마세요 ㅋㅋ애들장난도아니곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
5447337,동글동글한 아기 유령은 귀여웠으나,0
555645,동생을 구하기 위해 목숨을 내놓은 형의 이야기..,1
1526704,소시적 tv에서 꽤 재미있게 본 기억,1
676094,비지스 음악이 너무 좋은 영화...,1
9503384,근데 배우는 나름 짱짱했네 ㅋㅋㅋ,0
10065006,숀펜의 열정만큼은 최고,0
7182519,후편보니 이거완전 쓰레기구만,0
9477669,밤에자기도예매한시간할것없을때이영화보삼,1
4736807,말로 표현할 수 없는 수작,1
2247703,ㅎㅎ. 좀 더 퀄리티면에 신경썼다면 대작이였을것 . ㅎㅎ,1
7517339,돈주고 보기 아까운 영화편집자가 정말 개떡 같이 끊어놓은 이해불가 영상호두까기 인형과 맞먹는 영화,0
1565467,미국 영화 사상 최고의 코메디(영어로 보세요),1
7682803,"영화로 보여줄 수 있는, 영화이기에 가능한 거대한 소녀의 메세지",1
765813,"광산노동자와 무협의 부조화, 최악의 스토리",0
5810560,속궁합의 너무 좋음도 문제라면 문제.,0
8666538,귀빈활쏘는솜씨가장난이아닙니다염병수는더잔인하계처치해주세요,1
8049766,2시간을 다른곳에 투자하세요,0
5388644,정말 독특하고 신선하고 굉장한 작품이다. 두 번 다시 나오기 힘든 영화.,1
1033659,아 sibar 구토가 나올라그래,0
7127306,1시간 20분 쯤에 바닥에 누워있는 시체랑 성주를 차레대로 보여줄 때 시체 목 부분 잘 봐봐. ㅋㅋㅋ 대동맥이 뛰고 있어. ㅋㅋㅋㅋ. 온 몸이 흙투성이라서 목에 붙어 있는 흙들에의해 빛이 산란되면서 대동맥이 뛰는거 아주 잘보여. 감독앜ㅋㅋㅋ,0
8295567,구구단을 떼야 방정식을 푼뎈ㅋㅋㅋㅋ,0
3708366,아 허무영화,0
9923629,이시대에 태어난걸 감사하게 생각하게 되는 작품!원작을 영화로 각색하기 어려운데... 정말 쵝오!!!,1
6276511,개그코드 이해는되지만 재미가 없다.,0
7951331,주객이 전도된 드라마 도대체 누가 주인공이요 희한한 드라마 빨리 종 내시죠,0
10273108,굿굿ㅁㅇ굿굿굿ㅇㄴ굿굿ㅁㅇ굿굿굿뜨,1
2498035,잠깐 봤는데. 재밌네요*_*,1
3694084,시원 경쾌 통쾌 고전을 뛰어 넘어서 현대를 아우르는 스토리,1
10026562,도랏멘.. 왠만하면 영화보는데.. 내 시간 아까움,0
349142,실망 4점도 전작덕분에 받을만한 점수,0
417348,가슴속 감상 지워지지않는 애니메이션,1
3981815,솔직히 그냥 쓰레기임... 쿠로사와 7인의 사무라이나 본받아라,0
7328921,이도 저도 아닌 어중간한걸 본 느낌 ...,0
7987878,트와일라잇 시리즈에 정 뚝 떨어지게 한 작품.,0
156450,음 감동이 있는 영화 너무 재미있어요 친구와 함께 보세요 진짜 좋은 영화,1
5347485,한지가 소재라길래 봤는데 이야기가 너무 열린결말이다못해 결론난게 아무것도 없다,0
5473643,배우에게 너무 의지하여 오히려 긴장감이 떨어지는,0
3655807,3류 영화.,0
1346819,야하면서 동시에 지독하게 재미없을수 있다는걸 증명함,0
6211193,이승기가 살려놓은거 날로 먹는거 같고1번봤는데 재미도 없고 보고싶지도않은 프로그램이 된듯,0
4265247,...유치원생이나.. 정말 초딩1~3학년들만보세요.....,0
7486332,더빙만 좋았으면 좋은데....집중이 안됨 ㅠㅠ,0
7714477,계속 보고 싶게끔은 만들어야지,0
141997,어색한 난해함이 심히 거북한 영화,0
5682177,므ㅏ...정말재미있더군요,1
2331727,산드라 블럭의 팬이었던 본인으로서는 이 영활 보고 울뻔했다..,0
