Unnamed: 0,review,label
2606,더|빙|이|어서|보|기|도|편하|고|애|들|이|참|좋|아|했|습니다,1
9171,"최고|의|영화|이|영화|가|1941|년|영화|라니|,|,",1
6741,어렸|을|때|티비|에서|어렴풋이|봤|던|기억|이|.|..|다시|보|니|학|권|나오|는|영화|가|이거|였|구|낰ㅋㅋ,1
7782,별루|에용,0
8240,병|만|이|가|나와서|병맛|이|니|?,0
152,문제|가|많|은|프로그램|이|라고|생각|합니다|한|연예인|을|비웃|고|사기|꾼|으로|몰|은|제작진|은|우|결|폐지|해야|합니다|재미|를|떠나|서|사회|적|인|문제|가|있|는|프로그램|입니다,0
4021,좋|아요|.,1
6368,"스펙터클|로|무장|한|반공|,|스케일|이|요즘|영화|못지않|다|.|김창숙|상당히|이뻤|네|.",1
9516,"만|개|한|꽃|보다|는|피어나|려는|꽃봉오리|를|,|분별|있|는|성인|보다|는|청소년|이|멋있|을|수|있|다",0
795,하늘|을|날|고|싶|으면|항공기|를|만들|지|.|.|뻔히|전쟁|에|쓰이|는|전투기|를|만들|어|대|면서|괘변|만|늘어놓|네|;;|바다|속|을|탐험|하|고|싶|어서|핵|잠수함|만드|는|연구|를|하|는|거|랑|뭐|가|다르|냐|?,0
1193,"1|편|은|어느|정도|이해|할|만|한|이야기|였|지만|,|2|편|은|거의|판타지|에|가까울|정도|로|현실|성|이|없|다|.|톡톡|튀|는|재미|와|리즈|위더스푼|의|매력|은|1|편|이|더|좋|았|다|.",0
9008,영화|내용|도|좋|았|고|솔직히|어메이징|스파이더맨|보다|재밌|었|는데|왜|평점|이|이|따구|인지|.|...,1
4833,"장소|좀|바꿔|가|면서|해야지|.|바보|아닌|이상|몇|시간|촬영|하|는데|,|눈치|다|까지|.|.",0
9878,쓰래|기,0
6898,10|점|만점|에|100|점|입니다|.|.|와|.|..|진짜|정말|재밌|게|봤|습니다|.|.|(|박그리나|굳|),1
8502,남녀|가|사랑|하|며|자손|을|번식|하|는|것|은|본능|이|자|변함없|는|사실|이|며|또는|의무|일|수|도|있|다|.|동성애자|는|후생|에|도움|이|안|된다|.|단지|자손|을|번식|하|지|못한다는|이유|하나|만|으로|도|충분|하|다|.,0
97,"........|뭐|지|.|.....|이런|영화|를|,|,,,,,,,,,,,|소지섭|어떻게|이런|영화|에|.|........|배우|들|이|아깝|다|진짜",0
8231,사람|들|이|영화|를|볼|줄|모르|는|듯|.|..|나|는|이거|컴퓨터|에|저장|해|놓|고|몇|번|이나|봤|는데|.|..|조니뎁|의|연기|가|좋|고|내용|도|반전|있|음|ㅋㅋ,1
491,아|.|...|생각난다|중|딩|때|김기범|보|겠|다고|두|번|이나|봤었|지|.|...|내|돈|내|고|친구|보여|줬|는데|내|가|미안|해졌|던|영화|.|...,0
2552,말|도|안|되|는|영화|.|에바|멘데스|벗|은|모습|만|기억|남|.,0
4031,행복|해|.|다만|내|옆|에서|행복|했|다면|더|좋|았|을|텐데|.,1
5337,꽤|그럴|듯|한|이야기|를|풀|수|도|있|었|는데|스스로|자폭|.|..|김승우|연기|이|정도|일|줄|이|야|.|..|1|박|2|일|을|계속|해야|할|듯|.|..,0
1391,이|영화|를|보|면서|숨쉬|느라|사용|한|공기|가|아깝|다|.,0
8938,벤더스|최고|의|영화,1
5819,김하늘|마음|의|상처|까지|치유|하|는|그녀|의|매력|.|.,1
5465,라스|볼라고|티비|틀|다가|끝|까지|봐|버렸|음|.|진짜|폭풍|감동|깨알|웃음|에다가|엄마|미소|지으|면서|눈|에선|눈물|이|주|륵|주|륵|ㅠㅠ|다시|보|기|해야|겠|다,1
2281,뭐|고|북한|예수|쟁이|영화|네,0
1265,인간|적|으로|샛별|이|빨리|중국|보냅시다|.|저|러브|라인|은|말|도|막걸리|도|아니|잖아|솔직히|.|떳|떳|히|사|는|이유|를|파괴|하|는|개막|장|현실|성제|로|러브|라인|이|다|진짜|ㅡㅡ|저|딴|신데렐라|스토리|집어치우|시|길,0
1812,10|글자|를|채우|자|랄라,1
3306,스토리|개거|지|같|다|.|111,0
7491,재미없|어요|.|이야기|를|쓸데없이|지루|하|게|끌|었|ㅇ어요,0
2844,bye|112|자기|생각|과|다르|면|다|초딩|이|냐|?|머리|에|똥|만|찼|네|니|짱나|서|1|점,0
9846,'|기|승전|'|까지|좋|았|다가|'|결|'|이|허무|함|.,0
8426,"""|영화|에서|존|해먼드|박사|가|""""|welcome|to|jurassic|park|""""|할|때|감동|ㅠㅠ|ost|도|완전|잘|어울림|""",1
2899,ㅋㅋ|굿,1
8657,후속작|왜|안|나오|지|?|사몽|.|.,1
9382,이런|스토리|와|연출|로|영화|를|만들|다니|.|..,0
4724,빅뱅|좋|아요|^|^,0
5505,작품|성|있|는|영화|는|10|점|이|다|.,1
4676,이야기|하나하나|가|모든|것|에|와|닿|는|.|.|보|세요|.|이|영화,1
5770,제목|만|봐도|뭔지|모르|게|보|기|싫|어|지|는|영화|.,0
1552,도무지|재미없|어|못|보|겠|다|-_-,0
3329,게임|을|이|정도|까지|재현|하|다니|ㄷ|ㄷ,1
7191,월량|은|완|죤|히|식칼|뺨|쳤|는데|.|..;;;;;|-|1000,0
138,"캠프|락|,|버레스|크|등|영향|인가|?|지루|하|고|잼|없|어|.|.",0
3636,설정|적|인|부분|만|가득|한|영화|.|감정|은|어디|에|?,0
8499,민아|굿|!|!,1
697,캐스팅|만|화려|함|.|별루|재미없|음|.,0
6580,끝|은|비극|인가|희극|인가,1
3334,앞|으로|두고두고|자주|볼|거|같|은|마음|짠|한|영화,1
1615,젠장|.|.,0
7188,글쎄요|.,0
9974,초딩|영화,0
1203,다짜고짜|떠나|서|뜬금없이|전개|되|는|모험,0
3034,"희대|의|명작|,|히치콕|그대|는|역사",1
913,이때|당시|진짜|실화|인|줄|알|았|는데|.|.|ㅋㅋ|좀|비|영화|의|수작|!,1
2424,대박|ㅎㅎ,0
6287,너무|멋진|영화|~~|자꾸|견자단|의|과거|를|캐|길래|어찌나|얄밉|던|지요|~~|받|을|벌|받|고|조용히|사|는데|왜|!|!|여주인공|만|불쌍|해|써요|~~|ㅠㅜ엔딩이|아쉬웠|지만|멋|찐|액션|~~|최고|최고|!|!,1
3634,"존경|하|시|는|분|이|에요|,|.",1
7385,그냥|그런|.|.,0
3838,평론가|들|은|영화|보|는|눈|이|드럽|게|높|은|거|냐|아님|이상|한|거|냐,1
6955,내용|이|없|을|거|면|무섭|기|라도|하|든가|.|귀신|나올|타이밍|이|너무|뻔해서|그걸로|놀랐|다|.|-_-|그리고|귀신|분장|누가|이렇게|불쌍|하|게|했|냐|?,0
2465,최고|의|액션|액션|의|정석,1
4072,아니|보안관|OO|은|총|도|제대|ㅗ로못쏨|?|OO|열받|아,0
9534,허공|을|맴돌|다|.,0
9942,내|이름|은|스티|븡|유|국적|은|미국|이지용,0
6620,터미네이터|시리즈|의|최고봉|은|2|편|임|.|물론|1|편|도|당시|에|획기|적|이|었|던|영화|지만|2|편|에|비해|철학|적|인|면|에서|뒤떨어지|기|때문|에|1|점|감점,1
3579,이|영화|는|7|점|대|가|정상|이|다,0
1007,지|집|년|이|너무|소리|를|질러서|시끄러움,0
3873,완전|재밌|네|용|>|ㅁ|<|ㅋㅋ|유치|할|것|같|아서|무시|했었|는데|완전|재미|써|용|ㅋㅋ,1
426,평점|이|9|가|넘|어서|끝|까지|참|고|봤|다|왜|참|고|봤|을까|평점|에|속|지|마세요|저|처럼|피|봄,0
5446,변호|를|위한|영화|인가|.|어느|정도|현실|적|인|부분|은|건축|을|떠나|어느|분야|에서|건|그|한계|나|모순|은|어디|고|존재|하나|그것|들|을|뛰어넘|는|더나|은|무엇|을|만들|어|내|는|이|가|후|에|역사|에|기록|되|거나|시대|의|우상|이나|위인|이|된다|.|물론|소|잃|고|외양간|고친|게|소|탓|은|아니|겠|지만,0
9423,원작|도|못|본|ㅆ|ㅡ레|기|들|이|!|!!!!!!!!!!!,1
8879,내|가|영화|를|볼|줄|모르|는|건가|.|.|난|왜|케|재밌|고|명작|같|지|.|.|정말|다|들|연기|도|잘|하|시|는|것|같|아요|진짜|영화|끝|나|고|한동안|멍|때리|게|되|고|되게|아련|하|네요|.|..|레옹|다음|으로|마지막|에|멍|때리|게|되|는|영화|.|.|전|좋|았|습니다|^^,1
2296,그냥|한마디|로|첫|사랑|생각|남|엔딩|곡|들으면서|데이트|했|던|거|전화|했|던|거|스쳐|지나감,1
7192,프랑켄슈타인|영화|는|이|작품|으로|종결|.|더|이상|이|이상|으로|만들|순|없|다|.,1
8172,"스토리|구성|한|사람|과|저작|권|건|인간|.|..|그러|고|싶|든|?|,|,|,",0
2596,새로움|없이|예전|에|많이|보|아|온|공포물|더|어설프|다,0
4770,나|에겐|코미디|였|다|ㅋㅋㅋ|그냥|신선|하|니|잼|있|었|다|ㅋㅋ,1
7496,잔잔|하|고|재미|도|있|어서|좋|았|다,1
7398,이런|류|의|영화|너무|좋|다|ㅎㅎ,1
1747,샘|이|1|에서|메|각하|킬|하|고|3|에선|스타스|크림|킬|하|고|샘|활약|이|참|.|.|근데|트|포|가|가|면|갈수록|인간|이|활약|한|건지|오토봇|이|활약|하|는|건지|로봇|영화|인데|로봇|이|가|면|갈수록|활약|이|줄어든다고|해야|하나|옵|대장|제외|하|고|.|.|그래도|나|는|트|포|좋|아|하|니|10|점|은|준다|.|.,1
6865,아무리|멋있|게|그려도|폭력|을|일삼|고|다니|는|고등학생|은|좋|게|보이|지|않|는다|.|필요|이상|으로|잔인|한|폭력|은|보|기|힘들|다|.,0
5720,진짜|재미없|다|김명민|나와서|봤|는데,0
7617,오늘|세상|에|이런|일|이|바위|에서|사|는|남자|가|집|이|2|곳|이|나|있|다|.,1
6222,respect|you|who|have|Faith|in|everything,1
3503,계속|생각나|여|.|..|생각|할|수|없|는|반전|으로|여운|이|많이|남|네여|.|..|ㅎㅎ|강추|!,1
2926,명절|에|동생|들|데려가|서|보|고|옴|애기|들|짱|좋아함|bbb,1
161,굿,1
7932,마지막|에|미란|이|가|코난|손|잡|을|때|눈물|나|ㅠㅠ,1
4426,난|재밌|던데|ㅋㅋㅋ|ㅋㅋ,1
8865,유튜브|에서|'|제|이름|은|요|'|가끔|씩|듣|는데|너무|좋|아요|~|한|편|의|동화|같이|아름다운|소재|네요|^^,1
6126,훈훈|하|고|재미있|는|영화|.|최고|다|.,1
1928,개연|성|이|전혀|없|는|영화|.|주인공|이|귀신|을|보|는|눈|을|가진|것|도|아니|고|누구|나|귀신|보|고|죽|는데|타당|한|이유|도|없이|그냥|죽|는다|.|밝혀내|는|과정|도|흥|미도|가|전혀|없|고|알|고|나|서|도|흥미|가|없|다|.|그냥|사고사|~|주제|도|없|고|재미|도|없|고|전설|에|고향|이|재미|있|겠|다|.,0
8388,제|9|회|뉴욕|호러|필름|페스티벌|감독|상|수|상작|.|.|그저|웃|지요,0
3953,노출|수위|가|높|은|댄싱|을|하|는|데|도|추하|거나|야하|다는|생각|이|전|~|혀|들|지|않|고|춤|에|빠져들|게|한다|.|이렇게|만들|수|있|다는|게|너무|멋지|다|.,1
4006,솔직히|알|바|아니|고|너무|좋|았|음|.|.|리들리스콧|특유|의|분위기|말|이|필요|없|다|영화|를|좋아하|면|매니아|라면|추천|그냥|시간|때|우기|용|으로|는|비추|천|.|.,1
5540,그래픽|이|죽여|주|네|~~,0
1304,싸우|자|!,0
3523,별반|개도|아|꿉|예고|보|니|또|납치|감금|이틀|에|한|번|꼴|은|납치|에|혀|~|어이없|어|웃음|이|빵|~|ㅋㅋ|ㅋㅋ|내|가|써도|이거|보단|잘|쓰|겠|다|어|케|작가|가|된|건지|의문|의|문|ㅋㅋㅋ,0
3991,역시|사람|마다|다르|구나|난|반전|이|최고|였|는데|유주얼|식|센스|상대|되|나|?|이런|거|남기|긴|처음|이|네,1
8143,오버|하|지|좀|마라|쓰레기|같|은|알|바|들|아|.|.|이건|뭐|XX|들|도|아니|고|.|.,0
9317,가이피어스|가|돋보이|는|하이스트|영화|.|이탈리안|잡과|비슷|한|가족|범죄|의|영화,1
3999,솔직|하|게|평점|좀|올리|자|이게|7|점|대|중반|영화|가|과연|맞|는지|?|??|나|만|죽|을|수|없|다|라는|건가|?,0
9384,배경|의|여백|과|강한|설명|이|없|어|주|는|호기심|과|매력,1
8821,감독|과|출연진|만|듣|고|믿|고|봤|다|.|나|도|피|같|은|와인|한|잔|하|고|싶|어|지|는|영화,1
895,푸하하하|!|!!!|정말|웃겨요|깜찍|한|사람|들|같|으니,1
258,소시|적|tv|에서|꽤|재미있|게|본|기억,1
9777,이질|적|인|비|현실|감|가득|한|슬픔|도|잘|다가오|게|하|는|매력|의|발견,1
8010,명배우|들|을|모아서|졸작|을|만들|었|군|.,0
1126,고전|영화|의|재미|!,1
1561,짱|재밌|습니다|.|^^^,1
4648,아이폰|과|영상|통화|쿠쿠|그리고|중국|관광|청의|2|시간|짜리|광고|.,0
3538,옛날|에|이|영화|보고|거미|공포감|에|덜|덜덜|.|.|살인|거미|.|.,1
8894,재밌|던데|.|..,1
2287,꿈|을|위해|살아가|는|게|나와|닮|았|다|.,1
1276,"분명|한|거|고|당연|한|만남|이|지만|,|이루어질|수|없|는|민족",1
3019,와|진짜|재미없|다|~|연기|대사|연출|모조리|최악|~|머|이런|영화|가|다|있|지|~~|평점|에|속|아|본|내|2|시간|아깝|다|정말|~|아|진짜|동성애자|가|대뜸|고백|한다고|뽀뽀|하|는|장면|선생|머리|창문|에|박|는|장면|등등|진짜|별|나원|진짜,0
9130,안습,0
182,"스토리|말|고|는|다|좋|습니다|~,|정말|쓰|1|레기|스토리|를|에니|매이|션|으로|멋있|게|만들|어|놓|은|느낌|입니다|.",0
2166,"3|류|영화|인|줄|알|고|봤|다가|끝|까지|집중|하|고|본|영화|,|박중훈|은|참|멋있|는|배우|란|걸|다시|깨닫|게|되|는|영화",1
698,아|.|.|이영화|정말|잘|만들|었|지|.|.|생각|하|니|가슴|이|퍽|차|다,1
2112,하도|알바라|하|길래|남김|.|영화제|때|gv|로|봤|고|한국|공포|영화|중|에서|이|정도|면|훌륭|한|게|아닌가|.|..?|끝|마무리|가|좀|산|으로|가|지만|그래도|1|점|을|줄|영환|아니|지|.|.,1
108,뭐|야|이게|.|.,0
2546,정찬|연기|만|돋보이|고|시나리오|부터|부실|.,0
8744,린치|.|.|항상|최고|입니다|.|.,1
5799,"최고|의|영화|다|.|시나리오|,|배우|들|의|연기|,|CG|뭐|하나|빠질|것|이|없|는|놀라운|영화|.",1
9634,대립|화|해|이해|그리고|사랑,1
7446,이거|완전|이|블|데드|급|의|코메디|3|류|.|.,0
2697,인간|의|심리|란|.|..|감동|적|인|영화|.|(|여담|-|왜|남|주인공|은|여자|보|는|눈|이|없|을까|.|),1
809,어|대박|최고|짱|이|에요|ㅜㅜ,1
9653,"cg|기술|이|고|나발|이|고|,|영화|가|너무|유치|하|고|재미없|음|,|,|마지막|자폭|하|면서|대사|날리|는|장면|은|그|당시|초딩|인|내|가|봤|을|때|도|손발|오|그라|들|었|음",0
4339,별거|없|어요|따분,0
8806,그냥|악역|없이|다|이쁘|고|다|재밌|고|다|좋|은|영화,1
361,8|.|5|는|나오|는|게|맞|다,1
2901,지금|까지|본|댄스|영화|중|제일|최악|이|다|.|.|그냥|다큐|느낌|이|다|.|.,0
9011,내|가|본|애니|영화|중|에|가장|유쾌|.,1
5028,보|면서|영화|가|중천|될|것|같|다|.,0
8706,진정한|김수현|전설|의|시작|.|내|가|최초|로|처음|부터|끝|까지|다|본|김수현|드라마|.,1
9230,ㅡㅡ|시간|버|렷|다|.|...|이걸|끝|까지|본|내|가|스님|이|네,0
9071,이렇|다|할|감동|도|공감대|도|오|지|않|는|영화|.|지하철|화재|로|인한|사망|설정|은|정말|최악|.|배우|들|의|연기력|도|말|이|안|나오|는|수준|.|도데체|뭘|보여|주|려|만든|영화|인지|.,0
9119,임성|한|작가|가|타임|워프|스릴러|영화|를|만들|면|이런|느낌|일|려나|.|설정|이|아깝|다,0
2393,애니|다운|맛|이|없|는|조악|한|이야기,0
8544,유역비|캐스팅|이|신|의|한수|였|다,1
1938,진짜|재밌|다|ㅋ|ㄷ,1
7832,미국|이|었|으면|징역|250|년|받|았|을|놈|이|감독|하|고|있|네|.,0
6112,진짜|구라|안|치|고|초딩|이후|무섭|다|느낀|건|처음|이|네요|나이|가|26|인데|.|.|ㅋㅋ|해|와|달|보|고|간|만|에|고개|돌리|고|흠칫흠칫|했|습니다|ㅋ|단순히|깜놀|이|아닌|진짜|섬뜩|ㅋ,1
4841,현실|연애|의|표본|+|로맨틱|코미디,1
279,개그|코드|이해|는|되|지만|재미|가|없|다|.,0
8121,최고|액션,1
6873,짱|재미있|다,1
2259,최고|의|드라마|입니다|~!|간만|에|정말|재미있|는|드라마|를|찾|았|네요|~!|특히|문지인|!|최고|의|보석|입니다|~!,1
9806,"솔직히|너무|재미없|었|음|.|그냥|액션|이|란|껍데기|만|난|무할|뿐|알맹이|는|전혀|없|었|음|.|오죽|하|면|20|년|도|더|넘|은|다이하드|1|이|더|재밌|게|느껴졌|을까|.|..|그냥|딱|킬링|타임|용임|.|아|진짜|다이하드|1|,|2|,|3|시절|이|그립|다|.|..",0
7549,주제|를|생각|하|며|보|는|저|는|개인|적|으로|너무|괜찮|았|던|영화|.|기대|안|했|는데|너무|재밌,1
9104,그냥|재미|로|만들|다|.,0
4299,밑|에|6|점|준|악평|다는|쓰레기|는|M|창,0
629,런닝|타임|도|는|동안|집|이|라는|한정|된|공간|안|에서|찌질|한|중년|남성|과|센치|한|직업여성|의|수다|는|끝없이|계속|된다|.|보|면서|느낀|거|라곤|동서양|을|불문|하|고|금발|여성|을|바라보|는|남성|들|의|시각|은|다|똑같|다는|것|!|!|시간|아깝|다|.,0
5342,똥|례|.|..|보|면|죽|는다,0
5325,예전|에|봤었|는데|.|..|편의점|나오|고|.|.|그것|밖|에|기억|에|없|다|.|..,0
493,최악|이|야|.|..|너무|유치|하|다,0
4353,"박신양|의|철저|한|연기|와|김아중|,|전광렬|,|정겨운|의|연기|가|섞여|최초|이|자|최고|의|메디컬|수사|드라마|가|만들|어|졌|습니다|.|법|의|학자|라는|직업|을|잘|표현|한|모든|연기자|분|에게|감사|드리|며|,|누구|나|한|번|쯤|법의학|을|꿈꾸|게|하|여|주|셔서|감사|드립니다|.",1
7016,역대|최고|의|영화|꼭|보|세요|후회|안|합니다,1
3175,훈|한|한|드라마,1
3299,저|한테|만|최악|의|영화|가|아니|었|군요|.|대책|없|는|영화|입니다|.|욕|절루|나옴|.,0
3062,오랜만|에|다시|봐도|재밌|고|감동|적|이|네요|.,1
2494,정말|최고|였|어요|~|콘서트|의|생생|한|현장감|이|잘|전달|됐|습니다|~,1
5422,영화|를|보|는|내내|왜|?|왜|?|상황|이|이러|케|흘러가|지|?|영화|라서|그런가|?|라는|생각|만|함|.,0
1253,다이애나|를|평민|으로|만든|영화,0
7954,중국|고전|사랑|이야기|~~|유약영|이|목소리|연기|한|애니|도|좋|은데|~~,1
833,"최근|에|본|로맨틱|코디|중|재|일재|밋|따|~!!!!!!!!!!|에|쉬|튼|커쳐|는|남자|가|봐두|답|이|업|네|너무|달달|하|네|ㅋㅋㅋ|ㅋㅋㅋ|대사|하나하나|다|너무|맘|에|들|두|예쁜|장면|도|많|고|노래|마저|맘|에|드|는|영화|!|이|영화|를|보|고|생각나|는|사람|이|있|다면|,|지금|당신|은|전화|를|들|때",1
7640,막판|심판|의|개드립|이|대박|.|.|각본|누가|썼|는지|궁금|하|다,0
4093,쵝오야|~,1
1998,"여자|꼬마|,|여자|애|,|아줌마|,|여경|쉴|세|없이|울|고|짜|고|고함|.|..|그러|다|결정|적|인|순간|에|남자|두들겨|팸|.|아줌마|용|액션|영화|?",0
3638,"일본|B|급|액션|,|막장|,|난도질|영화|!|그냥|평이|한|영화|로|시간|널널|한|분|들|이|할|거|없|으면|볼|수|있|는|영화|!",0
5788,스릴|있|는|영화,1
6298,0|점|을|줘도|모자랄|판|에|이딴|걸|10|점|주|는|정신|나간|인간|은|뭐|냐,0
3987,솔직히|재미없|다|0|.|1|점|준다,0
3609,이게|영화|냐,0
9462,전편|대비|재미없|다는|분|들|많|았|는데|저|는|재밌|었|어요|~!!|윌스미스|에|반했|앙,1
7529,부활|보다|는|조금|못|하|지만|그래도|멋진|드라마|!,1
4139,미친|레오|의|연기력|정말|잘|봤|습니다,1
7032,가히|국내|최고|의|드라마|라|하|고|싶|다,1
6598,사랑|이상|의|사랑|을|느낄|수|있|는|감동|적|인|영화,1
566,평점|이|왜|이렇게|낮|은|거|지|.|..|전|정말|재밌|게|봤|습니다,1
934,정말|보|고|싶|어서|어렵|게|구해서|봤|는데|.|..|생각|했|던|거|보다|마니|별루|였|네|.|..,0
971,나|는|네|가|이|영화|를|보|고|어떤|욕|을|할|지|알|고|있|다|.,0
85,오빠|들|♥|너무|귀엽|고|멋져요|♥|b|1|a|4|의|어느|멋진|날|흥|해라|~♥|사랑|해요|♥,1
3536,많|은|생각|을|하|게|된,1
3415,극장|에서|돈|이|정말|아까웠|던|영화|.|.|졸리|씨|에게|무지|실망|했|던|.,0
7510,아이|가|좋|아|해서|재밌|게|봤|네요,1
5040,쉬운|영화|는|아니|였|습니다|.|처음|부터|퍼즐|이|싹|퍼져|있|는|느낌|이|랄까|.|..|허나|시간|이|지날수록|퍼즐|이|맞춰|지|고|.|..|주인공|의|슬픔|이|크|게|다가왔|습니다|ㅠ|지루|할거|라|생각|하|셔서|안|보|신다면|후회|하|실|겁니다|^^,1
8250,머|가|있|겠|지|하|고|계속|보|는데|그냥|끝나|버림|.|만들|다가|만|느낌|임|.,0
658,0|점|없|나|?|여배우|얼굴|ㅈ|같이|생겼|는데|뭐|하|러|보|지|.|ㅋㅋ,0
1586,아무|말|필요|없|습니다|.|.,0
4814,지금|시대|에|더|맞|는|명작,1
3562,시작|은|창대|하|였으나|그|끝|은|아주|매우|엄청나|게|미약|하|리라,0
9672,이게|머|꼬|.|.|시간|낭비,0
3934,"본|것|중|에|제일|재미없|었|다|,|시간|이|안|맞|아서|그냥|이걸|봤|는데|정말|후회|된다",0
