,review,label
54,ㅅ|ㅂ|감독|대가리|에|머|가|들|었|노|?|아주|족|같|다|.|.|ㅅ|ㅂ,0
55,"재미있|고|느와르|하|네요|,|악평|하|는|새끼|들|은|대체|뭔지|.|.|영화|도|볼|줄|모르|는|새끼|들|이|개|도|아닌|것|들|이|개소리|는|잘|내요|ㅋㅋㅋ",1
56,"액션|,|연기|,|연출|,|각본|뭐|하나|제대로|된|게|없|다|.",0
57,왜|이|영화|평점|이|낮|지|?|ㅠ|감동|은|깊|은데|끝|이|급|끝낸|거|같|은|느낌|이|있|다|.|하지만|난|재|밋|게|봤|고|.|이|영화|에서|메인|사진|이|많이|나오|더라|.|.|ㅎㅎㅎ|쨋|든|나쁘|지|않|았|음,1
58,끝|나|서|아쉽|네요|.|그동안|재밌|게|잘|시청|했|습니다,1
59,굿,1
60,내용|연출|여러|가지|로|엉성|한|영화,0
61,춤|실력|.|.|케|릭터|.|.|스토리|뭐|하나|스텝업|과|비교|조차|안|되|는|졸작|~|카피|수준|도|안|된다|.|.,0
62,재밌|게|봤|어여|ㅋㅋ|공룡|진짜|조아|하|는|데|스릴|잇|구|마지막|에|감동|ㅠㅠ|또|나왓|으면|좋|겠|어용|ㅋ,1
63,평화|의|시대|보다|나으니|10|점,1
64,쓰레기|.|....,0
65,아무리|대단|한|코치|라도|대단|한|선수|들|을|만나|는|건|쉽|지|않|다,1
66,무섭|지|도|않|고|잔인|하|지|도|않|고|이건|멍|미,0
67,조지밀러|가|왜|이런|걸,0
68,잔인|함|을|살리|려다|영화|전체|를|죽였|다|.,0
69,으하하|~|너무|웃기|네,1
70,기대|안|하|고|봣는데|재|밋|네|ㅋ,1
71,이안|감독|이|재미|로|만든|영화|같|다고|나|할까,0
72,펑|점|조절|위원회|에서|나왔|습니다|.|..(|웃음|)|평점|1|점|짜리|는|아니|지만|.|..(|웃음|),0
73,"일본|영화|특유|의|오|글|거림|은|한|스푼|빼|고|,|그|특유|의|잔잔|한|감동|을|한|스푼|더한|.|.|재밌|었|어요|후카츠에리|영화|는|믿|고|보|네요|^^",1
74,마지막|성당|최후|의|결전|에|날아오르|는|비둘기|는|잊혀|지|지|않|는다|.,1
75,제|8|요일|의|느낌|을|다시|받|았|네요|.|..,1
76,영화|는|킬링|타임|용|미친|연기|는|골든|글로브|주|연급,1
77,평점|.|.|너무|높|다|~,0
78,주인공|심리|에|동화|시키|는|전개|가|상당히|흥미진진|함,1
79,송재림|♥|김소은|커플|너무|좋|아|여|!|!,1
80,포스터|클라스|최소|복고풍|.|.|하드|뒤지|러|갑니다|.,0
81,이렇게|지루|한|공포|영화|는|처음|인|게|호러,0
82,좀|실망|스러웠|다|.,0
83,코믹|한|좀|비|ㅋㅋ|흑|돼지|볼링공|ㅋㅋ|ㅋㅋ,1
84,이건|뭐|좃|중|고|딩|들|소설|도|아니|고|세상|참|편하|게|사|는|두뇌|들|인|듯|^^|특히|빨갱이|감싸|주|면서|개수작|논리|피우|는|우리나라|대통령|이|라|.|.|ㅋㅋㅋ|ㅋㅋ,0
85,"""|마음|한|곳|이|꽉|차|는|듯|한|느낌|이|다|.|.|""""|정의|""""|익숙|한|단어|였|지만|그|의미|는|모호|했|다|.|이|영화|를|보|며|""""|정의|""""|라는|게|무엇|인지|보여|주|었|다|.|배트맨|비긴즈|는|영화|라는|틀|을|넘|어|인생|을|보여준다|.|""",1
86,먹먹|하|다|.,1
87,이게|진짜|현실|100|%|재판|이|다|.|.|남|일|이|라고|?|언젠가|자신|이|겪|게|될|수|도|있|다|.|.|진짜|집중|하|면서|봤|다|ㅠ,1
88,별반|개|도|아깝|다|보|는|내내|잠|깰|려고|혼났|다,0
89,애니|다운|맛|이|없|는|조악|한|이야기,0
90,스토리|가|부실|하|고|코믹|적|면도|부족|하|다|그렇|다고|감동|이|있|는|것|도|아니|다,0
91,잼|있|어요|첨|부터|끝|까지|흥미|진진|한글|문자|자막|이|좀|어색|하|긴|했|지만|ㅎㅎ|리암니슨|이|나오|는|영화|는|모두|최고|!,1
92,그저|바라|만|보|세요|.|따듯|해집니다|.|세상|에|슬프|기|만|한|일|은|없|습니다|.|분명|당신|을|웃|게|만들|어|줄|겁니다|.,1
93,이정현|예쁘|다|.|정신|나간|연기|도|꼴|릿|하|네요|.,1
94,한|가지|고민|보다|남기|는데|.|..|어찌|엄마|르|르|ㅡ,0
95,마지막|음악|이|좋|아서|9|점,1
96,거의|10|여|년|만|에|다시|보|는|데|도|소름|이|끼칠|정도|다|내|가|감히|평가|하|는|게|죄송|스럽|다|10|년|뒤|에|또|보|고|싶|다|그리고|또|10|년|뒤|에|도|.|..|길|이|남|을|수작|이|다,1
97,어|이|가|없|다|;;;,0
98,남주|헤어|스타일|왜|저래|.|..?|가|게|분|신노|찌|쯔|!|!!!,0
99,이건|진짜|6|점|이|적당|함|평점|내려야|됨|화끈|한|액션|이|있|는|것|도|아니|고|반전|이|엄청난|것|도|아니|고|노|출신|이|있|는|것|도|아니|고|보|다가|살짝|잠들|었|음,0
100,우리|나라|개티|즌|수준|이|란|게|엑스맨|보고|10|점|주|고|이거|보고|1|점|주|면|초딩|취급|하|는|건가|?|난해|한|영화|보|고|자기|는|이해|를|했으니|10|점|주|는|거|라고|잘난|척|하|는|게|제일|한심|하|고|무식|한|거|다|.|개념|없|는|놈|들|아|.|진짜|멍청|한|놈|들|참|많|아|.|..,0
101,진심|재미없|음|.,0
102,내용|은|이상|한데|결말|이|이상|해요,0
103,그냥|애|니|다시|보|는|게|그게|더|재미있|을|듯,0
104,당신|이|피|규|업|니까|머|하|자는|겁니까,0
105,말레이시아|대작|의|위엄,0
106,스토리|전체|가|그냥|물|흐르|듯이|가|는|기분|?|시간|때|우기|용|으로|쓸|때|애|들|관심사|끌|때|나|쓸|영화|지|이걸|돈|주|고|볼|영화|는|아님|딱히|임팩트|도|없|고,0
107,이게|무슨|영화|냐|?|컨셉|도|없|고|재미|도|없|고|감동|도|없|다|.,0
108,겉|만|핥|기|식|뭔가|자극|적|이|지|도|않|고|그렇|다고|웃기|지|도|않|은|드라마,0
109,이|영화|는|개|볼루|션|이|다|.|나|의|기대|를|처참히|짓밟|고|드래곤볼|을|망가|트린|.|...,0
110,처음|본|사람|은|이해|가|어려움|.|여기|나오|는|악역|들|코난|이|원래|알|고|있|던|사람|으로|보이|는데|전|에|어떻게|안|건지|궁금|함,0
111,"리|는|책임감|이|강하|다|,|받|은|걸|고스란히|돌려주|는|사람|이|다|.|스스로|사랑|하|는|법|을|몰랐|고|,|그래서|애정|에|집착|했|다|.|그녀|는|사랑|받|기|원했|다|.|그녀|주위|에서|그녀|에게|책임지|길|원했|고|,|그|결과|는|그녀|혼자|감당|해야|했|다|.|단순히|영화|평|이|지만|,|닮|았",1
112,“|아야세|하루카|”|님|지켜|주|지|못해|미안|해|.,0
113,알렉산드라|마리아|라|롸|의|착한|마음|과|그|보다|착한|몸매|.,1
114,best|of|best|얼른|종합|랭킹|1|위|로|보내|자,1
115,"감독|도|잘|만들|어|보|고|싶|었|겠|지|.|아마|봉준호|처럼|찍|고|싶|었|을|거|야|.|하|지만|어쩌|겠|어|,|,|이게|자기|실력|인|걸|.|욕|은|하|지|않|겠|어|,|최선|을|다|한|걸|테|니까|.|그래도|좀|심하|긴|했|어|.|다른|일|을|고려|해|봐|.|천재|성|까진|아니|어도|최소한|의|자질|은|있|어야지|.",0
116,김기덕|감독|영화|중|에|이|영화|를|가장|좋|아|한다|.|재희|는|이|캐릭터|에|참|어울리|는|것|같|다|ㅎㅎ,1
117,인간|으로서|양심|이|있|다면|이런|걸|보여|주|고|돈|받|으면|안|되|지,0
118,코믹|과|로맨스|의|적절|한|조화|!|영화|보|는|내내|빵|터졌|닼|ㅋㅋ|오히려|광고|보고|예상|했|던|것|보다|재밌|다|!,1
119,역시|여자|들|은|남자|가|수차례|나|바람|피워도|결국|그다지|상관없|나|보|군,0
120,100|년|이|지나|도|그|때|사람|들|도|보|고|감동|받|을|마스터|피스|!,1
121,"한때|유명|했|던|영화|포스터|,|그러나|너무|뻔한|스토리|.|.",0
122,기자|들|.|.|전문가|?|?..|도대체|어떤|인간|들|?|?,1
123,난잡|하|다|.|...;;,0
124,재밌|음|.|.|ㅋ|조아|조아|.|.,1
125,외국|탑|기어|가|짱짱|이|네,0
126,영화|보|는|내내|이뻤|던|김정화|의|모습|은|보이|질|않|았|다|.|..,0
127,일지매|지금|봐도|너무|재밌|는|드라마|!,1
128,진짜|브리트니머피|연기력|대박|와|진짜,1
129,권상우|송승헌|김인권|지성|꽃등심|에|랍|스타|에|인삼|에|전복|까지|좋|은|재료|들|로|쓰레기|를|만들|었|구나|.|배우|들|연기|는|나름|괜찮|은데|보|는|내내|개거|지|같|은|시나리오|연출|때문|에|화|가|다|나|드라|.|..|김해곤|이|란|감독|담|부턴|그냥|조연|단역|만|하|시|길,0
130,재미있|지라|~~|오오미|~|순수|한|북한|동무|를|주|적|이|라는|리|명박|정부|는|반성|해야|된|당께|~~,0
131,평점|에|속|았|지|.|..|완전|쓰레기|ㅋㅋ,0
132,수도|없이|보|고|또|봐도|.|.|내|인생|에|다시|없|을|영화,1
133,당연히|우리|응사|지|!|!!,1
134,남|들|이|안|하|는|짓|하|는|게|에|술|이|아니|라오,0
135,리얼리티|영화|라고|구라|친영|화|.|.|다|배우|들|이|연기|함,0
136,진짜|82|년|코|난|더|바바리|안|은|열|번|을|봐도|재미있|고|인상|깊|은데|이건|뭐|어린이|용|만화|스타일|이|네|코난|도|넘|못|생|겻|고|.,0
137,보|다가|화났|다|.|..|끌|어도|너무|끌|고|속|터짐|.|이우재|엄마|라는|거|이우재|가|아들|이|라는|거|맛|ㄴ|로|도충|븬히할수잇는건데납나비행동도미치도록짜증나게속터짐|욕|나옴,0
138,정말|안|무서웠|다|공포|영화|를|보|면서|긴장|안|하|기|는|처음|;,0
139,감성|적|따뜻|함|.|희망|적|.|기적|소망|.|훈훈|.,1
140,디카프리오|의|미모|와|연기력|은|역시|나|대단|했|지만|으어|.|.|퀴어|영화|인|것|도|그렇|고|등장인물|의|난해|한|행동|이|며|.|.|너무|이해|하|기|힘들|었|고|.|.|결국|디카|팬|심|으로|도|영화|를|다|보|지|못하|고|꺼버렸|다|.,0
141,아|이|평점|은|뭐|야|?,0
142,항상|떠오르|는|영화|.|...|그곳|에서|다른|사람|행복|하|게|해|줬|던|것|만큼|행복|하|세요|!|많이|그리울|거|예요|.|..,1
143,연기|연출|촬영|편집|음악|어느|하나|흠잡|을|데|없|다|.|늘|추억|속|에|간직|되|고|있|는|영화,1
144,어릴|적|3|류|극장|에서|푹|빠져|봤|던|추억|의|영화|.|..,1
145,이걸|10|점|준|사람|들|은|진정|영화|보|기|는|한|건가|?,0
146,정말|예전|영화|인데|아직|까지|도|볼|수|있|다니|.|.,1
147,용기|를|낸|여주인공|정말|멋지|다|!,1
148,좋|다|.,1
149,아|이딴|걸|영화|라고|-_-;|포스터|캐|안습,0
150,"ㅉㅉ|말|이|안|나온다|.|.|ㅡ|.|,|ㅡ",1
151,"사회|에서|소외|받|는|사람|들|을|주인공|으로|한|건|신|의|한수|.|무리|에서|떨어진|개|와|꼬마|남자|아이|,|독거|노인|.|크|던|작|던|,|화려|한|소박|하|던|다|들|꿈|이|있|고|그걸|이루|는|과정|이|아름다운|영화|.",1
152,잭|니콜슨|의|명연기|가|돋보이|는|수작|입니다|~~,1
153,앞|으로|의|스토리|전개|가|기대|됩니다|^^|장나라|씨|오랜만|에|보|니|좋|내요,1
154,결론|이|애매|하|다,0
155,돈|완전|아까|운영|화|차라리|봤|던|영화|다시|보|는|게|훨씬|돈|안|아깝|다,0
156,굿|굿|잘|봤|습니다|~~|ㅅ,1
157,오글오글|개|허세|허세|도|이런|허세|가|없|네|보|는|내내|오글거리|고|막장|이|고|똥|멋|든|깡패|의|사랑|이야기,0
158,"어머니|의|사랑|이|가습|깊숙히|스며들|었|어요|.|,|,|너무|슬프|네요|.|..",1
159,too|slow|.|..,0
160,재밌|어요|!|!!|개인|적|으로|완전|재미있|엇|어요|!,1
161,"해안|에|갖힌|고래|와|같|은|인생|,|스스로|선택|한|불행|.|..|멋진|영화|다",1
162,야구|를|알|고|야구|를|좋아하|는|사람|이|라면|이|영화|가|싫|을|수|있|을까|.|..,1
163,"휘발|성|이|강한|기억|을|매개|로|한|네트|에서|의|삶|.|소령|의|삶|은|현대|,|인간|을|닮|아|있|다",1
164,죄|와|실수|는|모든|불행|은|나|의|죄|에서|온|것|이|다|그리고|그|상황|을|변화|시키|는|길|은|회개|하|여|예수|님|의|피|로|양심|의|자유|를|찾|는|길|이|라는|걸|다시금|확증|하|게|해|주|는|메세지|강력|한|작품|.,1
165,미리|쓰|는|우디앨런|의|귀엽|고|도|사랑|스러운|유서|적|농담,1
166,답|이|없|따|~~|ㅠㅠ히|11,0
167,"상징|과|은유|,|관용|을|그릇|되게|해석|하|여|감독|의|자위|로|끝나|고|만|영화|.|자위|용|영화|라면|상업|자본|과|스타|를|배제|하|고|,|개인|의|자산|과|신인|배우|로|달려드|는|호기|를|부려|봤|으면|.|..",0
168,"진짜|1|,|2|편|은|언제|봐도|안|질려|요|대박",1
169,운동|능력|은|취|팔로마|~,1
170,윤아|는|가수|만|하|는|걸로|.|..|연기|는|과욕|.|시청|하|기|열라|부담,0
171,이건|머지|.|.|절대|보|지|마세요,0
172,"ㅡ|,|ㅡ알바놈들시키",0
173,확실히|재미|지|겠|네|ㅋㅋㅋ|색다른|손오공|이|라|.|.,1
174,새로운|시도|없이|그냥|첩혈쌍웅|흉내|만|내|다가|마|는|영화|.|.,0
175,"어벤져|,|이탈자|,|사이보그|,|,|,|반담|의|3|대|명작|~",1
176,영화|배경|음|왜|이렇게|촌|스러|80|년|말|90|년|초|영화|보|는|줄|.|..,0
177,아따|!|왜|이리|도|지루|하|오|~!!|나|에겐|허무|함|이|로세|~!,0
178,"단순|한|추억|의|영화|그|이상|.|,",1
179,물|이|포도주|로|변하|는|진정|한|마술|적|힘|을|가진|순수|영화,1
180,"이|드라마|.|..|너무|뻔하|고|극|적|이|다|.|..|말|도|안|되|는|악역|에|김민준|의|발연기|,|전도연|때문|에|봤|지만|개인|적|으로|정말|재미없|엇|음|.|.",0
181,똥|두간|유머,0
182,형|님|그|대안|의|블루|는|도대체|어떡|해|만드신|거|에요|?|ㅜㅜㅜ,0
183,10|년|전|쯤|TV|에서|한|번|보|고|잊혀|지|지|않|는|영화|또|보|고|싶|은데,1
184,1|편|을|재미있|게|봐서|2|편|도|기대|하|고|봤|는데|.|.|보다|잤|어요|.|잔인|하|긴|한데|지루|해요|.,0
185,기덕|의|쓰레기|시리즈|.|이런|쓰레기|에|상|까지|준|놈|들|도|같이|쓰레기|.,0
186,사고뭉치|콤비|들|의|어이없|는|주접떨|기,0
187,내|가|이걸|끝|까지|봐야|하나|.|..|싶|은|영화|다|.|.,0
188,"아니|,|태풍|이|부|는데|어떻게|헬기|가|뜨|냐고|.|...",0
189,신선|했었|다|.|올해|9|월|개|봉작|뭔|러너|?|예고|보|는데|이|영화|생각나|길래|.|.,1
190,요|정도|가지|고|미국|영화|를|물리친다는|것|은|한|여름밤|의|꿈|이|다|.|분발|하|라|.,0
191,마지막|대결|결과|?|안|알|랴|줌|^~^,1
192,그|당시|비디오|대|여비|가|아깝|게|느껴졌|던|영화|!,0
193,없|어도|너무|없|는|영화|.|.|예술|도|재미|도|없|다,0
194,"오락|영화|로|소|,|시리즈|물|로서|의|재미|는|충분|하|다|~",1
195,오시이마모루|는|항상|그림|이|아깝|다|.|할|말|이|많|으면|차라리|책|이나|쓸|것|이|지|.|..,0
196,나|에겐|의미|보단|흥미|로운|상황|들|의|나열|이|재미있|었|다|.,1
197,"단언|컨대|,|최고|의|성장|영화|중|하나",1
198,갑작|스러|온|앤|딩|.|멀|보여|준거|지|?,0
199,sf|좋|아|해서|디비|디방|에서|포스터|만|보|고|이름|봐뒀|다가|다운|받|았|는데|이건|뭥미|.|....|코미디|네|ㅋㅋㅋ|ㅋㅋㅋ|ㅋㅋㅋ|ㅋㅋ,0
200,훈훈|함|박신혜|가|예쁘|게|나옴,1
201,"한|공주|를|보|고|난|뒤|방황|하|는|칼날|이|좀|아쉽|다고|생각|했|는데|,|이걸|보|고|나|니|방|칼|은|정말|수작|이|네|.|동호|만|이|문제|가|아니|다|.|감독|의|전반|적|인|캐릭터|들|묘사|방향|자체|가|섬세|함|이나|리얼리티|가|크|게|떨어진다|.|거기|에|일반인|이|만든|듯|한|UCC|수준|의|연출|ㅉㅉ",0
202,평점|이|머|이리|낮|어|?|?,1
203,3|점|주|려다|4|점|준다,0
204,진구|는|이런|역할|이|별로|안|어울리|는|건지|아님|연기력|이|모자란|건지|.|.|보영|은|아직|신인|때|라|그런지|조금|미성숙|한|연기|임|.|.|그리고|영화|내용|이나|연출|도|많이|떨|어|지내|요|.|..,0
205,올레|티비|추천|무료|영화|에|있|어서|별|기대|없이|봤|는데|뜻밖|의|수확|.|이런|스타일|의|영화|는|늘|마음|을|따뜻|하|게|만든|다|.|약간|의|어색|한|유머|코드|도|있|고|좋|았|다|.,1
206,이거|진짜|보|고|싶|어서|엄청|찾아다녔|는데|ㅜㅜㅜㅜ,1
207,보영|누나,1
208,설마|설마|햇|는데|ㅋㅋ|패션왕|결말|에|어이없|어서|웃음|이|라도|나왓|지|이건|짜증|만났|음|ㅋㅋ|중간|에|애|가|현우|한테|엄마|포기|하|라|할|때|진짜|줘|박|고|싶|엇|을|정도|엿|음|ㅋㅋ|작가|가|레|얼|미친|듯|함,0
209,제|가|원래|7|점|줄려고|했|지만|9|점주|는|이유|?|간호사|누님|이|요|.|(|헤헤헤|~),1
210,다운|어디|서|받|나|여,1
211,"헛소리|는|관속|에|들어가|서|나|해라|.|무명|이|던|,|이|시절|이|없|었|다면|,|오늘날|의|영광|도|없|었|다|.",0
212,"제|가|연기|를|논할|자격|은|없|지만|명연기|로|멋진|드라마|보|게|해|주|셔서|감사|합니다|.|드라마|자체|를|잘|안|보|는|편|인데|파스타|,|골든|타임|보|니까|왜|안|봤|을까|싶|네요|.|감사|합니다|~",1
213,존|잼|!|!!!|그|와중|에|마틴|졸|귀|ㅋㅋㅋ,1
214,연계|성|이|말|도|안|되|는|영화|.|갑자기|내|가|범인|이|지롱|~~|하|는|반전|아닌|반전|은|뭐|야,0
215,사회|현실|반영|에|이국|적|정취|까지|가미|한|노력|에|도|전체|적|인|분위기|는|고리타분,0
216,열라|짜증|나|게|재미없|네,0
217,욕설|과|야한|장면|빼|면|그냥|애|들|영화|잖|아|.,0
218,2|시간|넘|는|영화|초반|부|빠른|전개|핟다|나중|엔|너무|넘|지|루|합|니|당,0
219,제니퍼|로렌스|를|너무|믿|은|게|아닌지|.|지루|했|다|.,0
220,이건|그냥|.|..|할|일|없|는|몸|파|는|여자|가|몸|팔|러|갔|다가|욕정|없|는|70|대|싸이코|패스|와|노닥거리|다|그|외|의|욕정|을|느끼|고|결혼|하|자고|쫒아|다니|는|준|깡패|와|의|3|남녀|의|시덥|지|않|은|이야기|를|하|는|한국|의|인간|극장|만|도|못한|파렴치|한|영화|가|되|겠|다|.|Wha|tthe|fu,0
221,그냥|불교|선전|영화|같|다,0
222,너무|유치|하|고|안|무섭|다,0
223,아|진짜|재밌|다|이런|영화|다시|는|업|을|꺼|같|타,0
224,주변|에|적|은|만들|지|말|자|라는|교훈|을|얻|었|다|.,1
225,외모|가|떨어지|는|여배우|들|이|입|으로|떠|든다|.|.,0
226,더럽|게|재미없|다|ㅠㅠ|뭐|야|이게|.,0
227,여자|로서|의|삶|을|포기|할|수|밖|에|없|었|던|.|..,1
228,한국|최초|의|영화|!|!,1
229,ㅋㅋㅋ|소리|마치|멋있|다|ㅋㅋ|나나코|랑|너무|잘|어울림,1
230,주인공|도|그렇|고|색감|도|그|랗고|영화|가|이쁘|다|라는|생각|을|했|어요|ㅎㅎ|주인공|만|의|독특|한|매력|도|있|구|여|ㅋ|무엇|보다|여주|가|정말|예쁨|.|..☆,1
231,보호자|이란|새로|나온|소재|영화|가|새로|나왔|고|스릴|도|넘치|고|아이|를|유괴|하|게|되|는|그런|보호자|영화|가|생각|이|납니다|대박|나|십시오,1
232,이|영화|는|원작|을|읽|을|의무|를|주려|하|고|있|다|.,0
233,따분|하|고|의미|없|었|던|삶|에|의미|를|부여|해|준|드라마,1
234,엔|-|우|-?|가|계속|떠오름|ㅎ,1
235,재앙|이|다|ㅅ|ㅂ,0
236,영화|가|끝나|고|심장|이|멈춰|버렸|다|.,1
237,정말|재미없|다|-_-,0
238,연기|도|어설프|고|.|.|내용|도|구리|고|.|.|볼|만|한|건|마지막|액션|부분|밖|에|없|잖아|--,0
239,"좀|전|에|OCN|에서|두|액션|배우|를|만났|습니다|.|잘|보|았|어요|,|재밌|게|요|.|지루|하|지|않|고|스토리|전개|도|빠르|구요|.|평론가|라고|칼럼|쓰|시|고|기자|신분|으로|말씀|하|시|는|분|들|.|..|주관|적|생각|이|면서|평가|절|하|는|이유|는|액션|배우|라서|그런|건가요|?|!|저|나름|대로|재밌|게|봤|는데|!|왜|그러|시|지|!",1
240,어제|밤|티비|에서|봣는데진짜재밌었어요ㅋㅋ,1
241,아프|니까|청춘|이|다|희대|의|개소리|아픈|사람|도|널렸|다|라고|말|하|는|원장부|를|보|는|순간|분노|가|치밀|었|따|최우식|연기|10|점|.,1
242,별로|였|어요|.|묘사|도|대사|도|배경|도|맘|에|들|지|않|았|어요|.,0
243,원작|혹성탈출|에서|는|인간|과|유인원|의|전쟁|이|지|.|.|빅풋|과|의|전쟁|이|아니|죠|!|그리고|저|빅풋|은|지능|도|없|네|에|효|~|시저|는|말|도|하|는데|.,0
244,아주|재미있|지|도|없|지|도|않|은|밍|숭|맹|숭한|영화|.|..,0
245,토니|쟈|액션|영화|는|좀|파괴력|있|고|시원시원|한|게|어울리|는|듯|뒤|로|갈수록|무용|이|.|.,0
246,아무렇|지|도|않|게|지우|기|엔|너무|힘든|너무|슬픈|사랑,1
247,"보|는|사람|은|돈|낭비|,|듣|는|사람|은|시간|낭비|.|합쳐서|인생|낭비|.|이거|보|느니|그냥|잠|이나|자라|.",0
248,더빙|이|아닌|원판|으로|봐서|너무|좋|았|고|재밌|네요|~,1
249,봐도|봐도|질리|지|가|않|아요|~,1
250,신|도|싫|고|인간|도|싫|다,1
251,10|년|전|쯤|봤|는데|아직|도|마지막|장면|이|인상|에|남|네요|.|..,1
252,시대|를|넘나든|웃음|+|감동|그|자체|.|내게|있|어|BEST|5|안|에|드|는|영화|!,1
253,^^|꿀|잼|으헤헤|헤헤|나름|잼|나|여,1
254,겨울|은|춥|고|영화|는|썰렁|하|다|.,0
255,그대|사랑|하|기|때문|이|야|~~,1
256,ㅎㅎㅎ|걍|웃|김|편하|게|즐길|영화|ㅋ,1
257,이|지울|수|없|는|허전|함|.,0
258,이빨|교정|하|고|이상하|진애|이상|해|.|.,0
259,짱짱|맨,1
260,마땅|한|벌이|가|없|으면|시골|에|가|서|농사|나|짓|지,0
