id,document,label
10000600,처음 부터 끝 까지 사람 죽이는 영화 .,0
8141933,어릴적 토요명화서 정말 재미있게 본 걸작 입니다 빌머레이 좋아요 좋아,1
10153566,볼때마다 운다. 최고다,1
7742467,재미없다 오디오 녹음도 잘안되서 머라하는지 모를때도 많았다,0
42396,섹스?? 살인?? 대체 뭘 말하고 싶은거지?,0
9710127,바베큐할때...침샘이..,1
6172603,내 시간을 돌려줘,0
1959315,이거 극장에서 보는 사람...성도착증 or 오타쿠일듯...퉷퉷,0
2361533,'입양아'에 대한 진부하고도 위험한 고정 관념이 싫다.,0
10021280,진자 재밌는 영화 심장떨리는 스릴,1
10118386,질렌할의 미친 연기에 감탄. 불편한 장면에서 흘러나오는 경쾌한 음악이 정말 구역질나도록 싫다. 그만큼 연출을 잘했다. 또다른 위플래쉬를 본 것 같은 느낌. 긍정적인 부분만 모아서 자극제로 삼을 수 있을듯.,1
9674364,멋진 시나리오 세련된연출 볼만한 영화!,1
298699,좋음,1
9886952,와 진짜재미있네요.꼭 봐야 될 명작.진짜 슬프네요.,1
9296710,"존 카펜터가 만들어낸 난장판과 정신분열의 끝에서 모든 경계는 허물어지고, 우리는 끝 없는 악몽과 악의 승리 속에 영원히 갇히게 되리라.",1
1902045,화려한휴가 안에서 쪼끔봤는데 재밌더라.,1
10126873,차마 욕은 쓸수 없고..한숨만 나온다. 이 영화를 봤다는게..,0
9538983,뭐 어쩌라는 거냐 이채은 어느 영화에서 봤는지 기억이 나지 않네,0
8426960,예수의 탈을 쓴 모자란 게바라.시종 볼거리는 많았지만 예수의 고뇌가 공감되지 않았다.예수의 포스터를 뒤에 붙여두고 사람들은 자신만의 예루살렘을 위해 팔로우한다.예수는 그들을 스스로 치유하라며 뿌리친다.나에겐 블랙코미디 같았다.,0
2811256,저요 저요 저요 이 영화 추천 합니다.,1
8180218,"많은걸 배우고가네요 이영화를 통해 더 성장된것같아 기쁘구요, 보는내내 행복한 미소지으면서 봤습니다 아이들도 너무 귀여워요 ㅎㅎ",1
6172253,"변영주는,미야베 미유키의감독이다.이 극단적 전향을 어떻게 해석해야 할까요?",0
2639075,음.. 너무좋아~ 영화는 이래야되..,1
7368716,김보성은 닥치고 으리다,1
4726395,아직도 이런 소재로 영화를 만들다니...,0
9899299,배우 감독 모두 매력있는 영화!,1
9226536,내 불면증을 해결해줌.,0
9251565,ydg 형님 존경하고 사랑합니다.,0
7450503,음,0
9868196,20년이 넘은 영화라 믿기지 않는 대작인 대박영화~!!,1
7658390,완전완전대박...bb,1
8102873,완전재미있고실제같음 보게된계기는 민호가나와서이지만 전부멋있고예쁘다.,1
8517137,정말 아름답고 매력적인 영화 저에겐 너무 큰 선물입니다,1
9499607,아.. 견자단형님.. 왜 이런 영화에..,0
9638070,"""ㅋㅋㅋㅋ포스터 누가 만든겨ㅋㅋㅋ""""죽음을 선택한 용기"""", """"그의 죽음""""이라니 스포일러 다 들어가 있네ㅋㅋ""",1
8925916,복수해야하는 이유부터가 이해가 안갔습니다혼자 과대망상에 빠져 허우적거리고 스스로 위험을 자초한것일뿐.... 처음엔 기대했지만 결국 여주는 여기저기 민폐끼치는 독한년으로 보입니다체스와의 연결도 버릴말을 정한다는것 이외에는 연관성을 느끼지 못했습니다,0
9617675,후기보고 할거없어서 봤는데 마지막 쯤에 슬펏음..근데 마지막씬은 없는게 나을듯 머리스타일이랑 메이크업이맘에 안들긴 했지만.. 그리고남자주인공은 귀엽긴한데 연기력이 좀..암튼 볼만하네야 여자 가슴수술 안한게 가장 좋았음,1
1447073,얼굴 시꺼먼게 먼 죄냥....,0
9946492,외계인을 믿어서 별 안무서웠음.. 외계인이 없다고 믿는사람은 귀신보는것마냥 무서울법함.. 전 외계인 믿어서 .. 그 출연자 여자표정이 더 무서웠음 ㅋ,0
5500601,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ극장에서탈출함 이거보느니 육회집문닫기전에 쇠주먹으러 ㄱㄱ,0
10209319,너무나 허접하고 지루한 선데이서울 잡지같은 영화,0
3860594,고전호러물의 전설!!!(근데...15세?!ㅡㅡ등급 잘못됐으니 고치시길^^),1
8709799,정말집중해서잘봤어요.감동적이네요,1
10193405,코믹하고부담없이볼수있었음,1
6834549,너무 질질끄니까 아직도막내아들의 이혼소송내용으로 한가득... 지겹다그리고 너무 현실과 안맞는것도 싫다.,0
9820675,"OST, 영상미, 연출 모든 면에서 훌륭한 작품. 개인적으로 1편보다 내용적인 면에서 만족했다.",1
9301896,정선희씨 빼고 가면 시청률 5%는 오를듯,0
9907691,이 영화를 보고 '사랑하고 싶다' 라는 생각을 했습니다. 청소년 관람불가임에도 선정적인 장면은 나오지 않았습니다. 연인 혹은 솔로이신 분들에게 추천합니다.,1
2865259,전나 게이귀신 쩔어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
7037720,언제까지 이런 유치한 영화를 만들어낼꺼임?? 진짜 손발이 오글거림 뭔 90년대 영화도아니고 배우들 많이 다치고 고생한거 봐서 2점드림 어떻게 이딴 영화가 7점???,0
4338906,Good,1
10207256,책으로 먼저 봐서충격 감동 여운이.. 덜할 줄 알았는데영화적 감각이 더해지니 또 새롭네요훌륭!,1
47094,같은 고딩으로써 칭구들의 우정과 쌤들의 가르침을 알수 있는 조은 드라마!,1
9841695,애기가넘잼있었데요~~~물론저두넘잼있었네용^^,1
7208164,쩍발이덜 돈은 많으면서 영화엔 인색하군..시내 차도에 차가 한대도 없냐 ㅎㅎ,0
1896689,추억중의 추억이져~~,1
5421373,이브 ㅠㅠㅠ,1
9794867,잘봤다 좀비와 인간의 사랑,1
9321846,아 꿀잠 자고 싶으면 꼭봐라,0
8194572,연기의 고수들이 이 정도 발연기 였단 말인가....감초 연기 성지루도 연기도 허접하고 음악은 왜 이렇게 썡뚱맞아~그리고 장면의 연결성도 쌩뚱맞고 추격씬이 있다가 나이트는 왜 나오지?조승우도 연기 물 오르기 전이라 어설프고 특히 지진희의 어설픈 분노,0
2682021,너무너무잼있어요,1
10124891,희망은 좋은 것이여...,1
9832192,소재만 화재성있고 좋음 모하나? 영화가 조잡하구 쓰레기 개판인데. 포스터속 비열하게 웃는 배우얼굴 꼭 개그맨 김준호 닮았네 ㅋ,0
2594421,짜증나는 여자 비명소리만 기억에 남는다... 끌까말까 망설였던 영화.,0
5801882,컬트무비중에서 가장 명작...,1
8180898,아닌건 아니다... 영화학과 학생의 대학 졸업작품같은 느낌. 민망하고 오글거리고... 지나쳐도 너무 지나친 영화,0
2451714,내가8살떄 본건데 또보고싶다,1
9743404,1981년 제가 태어난 년도에 나온 영화 입니다 34년이 지난 지금에서야 봤는데 무서워 죽는 줄 알았습니다 ㄷㄷㄷ,1
8469877,원래 8점짜리인데 성유리때문에 2점 더 줌.,1
8685283,하아 지루하게 봤을사람도 있다,0
8039494,와 진짜 킬링타임 기대했는데 초대박!!!,1
1298765,왜 돌아이는 집짓는데 아무것도 할 수 없었을까?,0
9654376,케이블에서 하길래 오랜만에 보니 재밌네 ㅋㅋㅋ,1
9584149,따뜻한 힐링드라마!!,1
8081160,마지막을 이해하고나니 나도모르게 눈물이 나왔다.,1
3098666,연기 시나리오 둘다 시트콤만도 못함..,0
7336663,미국인의 시선으로 본 중동이지만 최대한 편견없이 보려고 노력한 흔적이 보이는 영화..마지막 씬은 인상깊었다.,1
4631943,마지막에 허전한감이잇엇지만 그래도 재밋다,1
8403279,요약하자면 주인공등장-악역등장-모험-악역사망-끝. 그냥 이자체다.이도 저도 없다.,0
7468316,진영오빠연기짱!!!!완전귀요밍ㅋㅋ우와한녀대박ㅋ반전에반전ㅋㅋㅋㅋ완전재미있어요ㅎㅎ,1
4587373,똘이장군역으로 나온 김정일목소리 좋다. 동무들! 간첩잡으러 가자우!,1
7689813,다신 보기싫은 영화..,0
3706722,다 똑 같 애,0
6922349,이거 왜보나...,0
7521800,진짜 재미있오여♥ 그리고 천둥 너무 귀여버♥♥연기도 잘하고ㅋ 네일샵 파리스 잘볼게염^^,1
7364312,OO 쓰레기...미남이시네요 아류냐??,0
45195,아주 재미있습니다.더더욱 재미있어지시기를바라며10점드립니다.하지만 반사!,1
7413240,깊이 없는 싸이코 드라마는 싸이코일뿐,0
10132271,진짜 심리극적으로 정말잘만들어진거 같다.. 반전이고.. 외로운아이로 자라면 안된다는걸 한번더 알게 해준거같다 영화정말잘봤습니다 ㅎㅎ,1
9910454,영화를 항상 최신작 부터 찾아보는 당신에게 너무나 권하고 싶은 영화.,1
6466542,아... 왜 이련 영화를 제작까지.. 성룡.. 안목이 영....ㅡㅡ;;,0
1119967,"아놀드,실베스타에비해포스가부족한노리스영감님",0
7424744,연기 대사가 너무 어색해요.... 요새 대학교졸업영화도 이것보단 재밌던데,0
9895294,마지막 장면과 음악 모두 최고,1
9457768,쓰레기일것같은느낌이 팍팍나는데?,0
7339637,이거 영화관에서 봤었다......,0
9842171,오페라의유령 현장에서 보는것처럼 실감나게 잘봤습니다. 다음에 또 보고싶네요~,1
5134409,"알바들그만설쳐라,스토리전개최악,논리성하나도 없고 끝에찔리는지 감동을 억지로넣음",0
9525428,차마 끝까지 볼수가 없었다. 갑자기 너무쉽게 목숨도 걸정도로 사랑에 빠져버린 여주인공 당혹스럽고 쌩뚱맞다.,0
6821926,일점도아깝다 -100,0
9704210,처음으로 보다만 영화군요. 원작을 망쳐도 떡주무르듯이 망쳤군요. 그나마 괜찮은건 원작빨이니까 이 감독은 그동안 주무셨나 싶네요.,0
5300948,"무거운 사회적 이슈를 유쾌하게 풀어내며, 보기드물게 해피앤딩으로 마무리한다.",1
3417179,중학생 수준의 영화군,1
9333107,감독은 한세아님 주연의 정사 라는 영화를 보시고 영화 다시 공부하세요,0
3550535,수행때문에 봤다...으으...완전,0
9403112,ER보다 리얼리티는 훨 낫네요.,1
8850785,15년 이상 영화를 봐오면서 이렇게 까지 리얼하고 재밌는 영화 없었습니다 한국의 현실을 그대로 반영하고 리얼감도 최고조네요 제 입장에선 한국 영화 톱 10안에 들어가네요,1
5566746,아동 드라마가 아니라는 사실이 창피할 지경..,0
9128358,"비중이나 분량으로 볼때 오우삼 감독이랑 제작진이 원랜 적룡,장국영에게 서포트라이트 집중했는데 뜻하지 않게 주윤발이 기대 이상으로 더 떠버렸다. 멋있었다 주윤발",1
8931596,영화가 짧은건 좋았습니다,0
10210105,후반이 약간 꺼림직하지만 보는내내 긴장감을 놓칠 수 없는 영화..,1
9796307,최고다....살면서꼭봐야함,1
9566169,몇번 봤는데요 한 세번 정도 보니까 확 재밌어 지네요...좋아 하는 배우들도 나오구오 윌은 제가 본 영화에서는 다 인상깊고 재밌었구요 머 올드 스쿨에서도 그렇고 우마는 킬빌에서는 못 느낀 먼가 풋풋한 느낌이랄까요? 근데 약간 나이가 더 들어보이는건,1
446496,다시 보고 싶은 영화.. 몇번이나 봤던 영화..아름다운 영화,1
5811903,아 또 보고 싶다ㅎ,1
1069033,끝내주는 둘리였십니다,1
7323391,ㅎㅎㅎ언제봐도 재밌쪙,1
7629085,신이라는 배우만 보고 본 영화지만 해도해도 너무한다시나리오도 최악이고 내가 왠만해서는 댓글 안다는데..... 이건 해도해도 너무해서 댓글다네.....이것도 영화냐?마지막에 그 말도안되는 CG는 뭔지....초딩이 만들어도 이보다는 잘만들겠다,0
8330362,개노잼노잼노잼노잼노잼,0
1332445,또보고싶다,1
6225770,따뜻한 영화,1
9856065,뛰어난 연기에 몰입하고 감탄했읍니다.,1
5964859,최고입니다^^,1
8919711,평론가들은 스타워즈 시리즈 다 안보고 평점 준건가? 중요한 복선들이 많은데,1
8478479,"우울, 종말,, 다 좋은데... 영화 이해가 안돼...",0
8797656,옛날생각도 나고해서 거금 1500원이나 들여서 봤는데ㅋ 푸하하하ㅋ 웃긴영화가 아닌데 보는내내 웃음이ㅋ연기가 다 어색해서 오글거렸지만 옛날영화닌깐 그럴려니하고 보는데... 김재덕 나오는순간 눈도 못뜨겠고 챙피하고ㅋ 나만 그런가? 오글거려 미치는줄ㅋㅋ,0
10243014,개봉했을때 강남 극장에서 친구들이랑 봤는데 다 자고나왔음... 극장에서 잔 최초의 영화... 지금 보면 어떨는지 모르겠지만...,0
10006534,감독 때려주고싶다..,0
8077219,4탄 기대중 입니다 응요,1
6637556,다른 영화가 나은데 그런데 죽음의 숲이 가장 최악이다,0
4067852,이정재 이재용 절교,0
1138565,"최고의 배우들의 연기향연,좋은희곡을 영화화.. 감독 연출력-1",1
9566691,내인생 첫영화...간직하고싶다,1
7759085,이거 보고 나면 몇일간 정신 못채립니다. 전 이거보고 세상의 중심에서 사랑을 외치다 연속으로 보고 한 2주간 정신 못채림,1
1563915,최고다,1
7966358,스릴러 사극의 진수를 선보인 수작.,1
3849799,"멋진 장면들도 좋았지만, 영화에 깃든 동양의 미덕에 박수를..",1
10000551,지루하다~~~아!!,0
9121278,"역사도 픽션도, 재미도 의미도, 미스터리도 드라마도, 하나도 제대로 끓이지 못한 채.",0
5579036,징그럽고 그로테스크...,0
4876972,님드라 이영화 보시면 안되요. 평점이 꽤 높다고 보실분들 있을까봐 걱정되네;;,0
9304582,그켬이었음 안보는거 추천,0
5135186,아름다운 영화...,1
4802619,쵝오,1
9642638,고맙습니다 10자는너무길어여ㅠ,1
10223695,볼때마다 소름이 돋는다,1
2112518,전편 못지않다..약간의 아쉬움을 뒤로한채,1
9756547,"재미있게 잘만 봣고만 명언도 멋있었고. 스토리도 물이란게 재산으로 비유해서 굉장히 생생했다. 진짜 대학생들만 되어도 내 자신이 누구인지, 잘하고있는게 맞는지를 생각해본다. 정말 어른용애니메이션.근대 평점이왜이따구인지는 잘 모르겠다.",1
8099273,마이클 잭슨! 이 영화에 직접 나온다니... 정말 그리운 분이셨는데 이렇게 다시 볼 수 있어서 정말 감독에게 감사하네요 ㅎㅎ,1
8215114,지금 봐도 상당히 재밌는 영화,1
6181460,"큐.클럭스.클랜.(K.K.K)훼밀리마트.돈주고본 당신은,봉,포인트로 보기도 아까운 졸작",0
8630871,호불호가 갈리는 명백한 영화. 개인적으로는 명백한 불호.,0
10037270,뉴욕에서 한 편의 연극을 본 기분. 완벽하게 이해하기엔 무리가 있지만 푹 매료되는 연기력과 구성력에 반하지 않을 수가 없다. 관심과 사랑을 원하던 날개 없는 사람의 비상.,1
4704411,사실적인 영화를 기대했는데..무슨 판타지 영화보는줄 알았음..,0
1709906,맥 라이언 때문에 짜증나는 영화 복에 겨워서 미쳤구나 -_-,0
7570931,오글거려 미치겠네..;;;,0
8329213,"존나 쓰레기네 작화,스토리,성우 모두 쓰레기",0
9918919,영화관에서 보기에는 약간 아쉬운영화요,0
3477345,"빼어난 영상미, 마지막 반전에 추천",1
2165142,1점도 아깝다,0
10248574,"스토리는 둘째 치더라도, 무엇보다 음악의 엄청난 매력, 그리고 아카펠라가 보여 줄 수 있는 그 아름다움을 제대로 보여주지 못했다.",0
8800126,2.22점이여야해!!!,0
6211358,핵심에 다가가지 못하고 겉돌기만 할 뿐,0
8735651,둠스데이 2014와 같은 급의 영화. 시간 낭비 마시오.,0
9253201,화물차 휠허브에 비닐봉지 낀다고 구동축이 멈추는 말도 안되는 설정부터 느낌이 싸했다,0
9283219,볼거리가 풍부한 영화. 심지어 메시지도 담겨 있다.,1
9830868,아름다운 청춘이여...,1
796051,이해하기 어려운 정서...,0
8448249,솔직히 그냥 에로영화인줄만알고 노출장면만보고 끝내려했는데 결국 첨부터 끝까지 다봄..시간가는줄도모르고 그냥 예정과 다르게 다봄.그만큼 뭔가 빨아들이는 맛이있음.연기력하고 우리에게 일어날수있는 스토리때문인지는몰라도. 평점 거의 안남기는데 이건 남길만함,1
8528284,16년이 지나도 변치않을 진정한 명작,1
9544513,"진짜 짠해진다, 지루하지도 않고 좋다",1
4337747,"배끼기 좋아하는 짱개들이 메트릭스, 영웅, 300등 많은 장면을 배꼈지만 지루하다",0
6583748,디게 잘봤습니다><캥거루쑝><,1
974844,오늘 EBS에서 봤는데 재밌네요.,1
8691622,쓰레기 소재? 어디 쓰레기소재 하나라도 안쓴 범죄 스릴러 액션 영화 있나,1
4342953,흠....지루하다...,0
7936974,델토로 아저씨 진짜 영화 잘만드는데 흥행을 못해ㅠㅠ,1
6823076,이영화 어디서 볼수있죠?,1
3740857,"쓰레기다,,",0
5872269,낯선 곳에 갔어도 바뀌는건 없었다.,1
10136987,전혀 기대 없이 들어가 즐겁게 나왔고 서핑하고 싶어졌다!,1
5530415,어떻게 하면 0점을 줄 수 있을까.,0
2113027,소름끼치는 캐릭터 묘사..,1
7965383,결말이 너무 뜬금없다,0
2874982,엑스파일의 TV판의 나몰라라 외전격인 영화. 이 영화를만든 자체가 음모로군,0
5814855,구로사와 영화는 교과서,1
9539348,그저 이 평점을 주기위해 로그인했다.,0
7531646,별로...,0
8748640,제가요즘 제일 좋아하는 프로 중 하나입니다..한사람 한사람의 개성이 너무 잘 어울리며 흠잡을데 없는 프로인것 같습니다. 어떻게 이렇게 톱니바퀴 돌듯 다들 잘 어울리실까요..특히 조세호씨 너무 웃겨요 대박입니다~~앞으로도 쭉 기대할께요,1
2458373,"임상수답다, 김두영,김기덕과 삼파전이구나",0
3128654,성룡이니깐...,1
6194133,밋밋하고한결같은표정의 이종석씨 땜에많이아쉬웟음 웃기는포인트도찿을수없던...,0
9308676,생각보다 재밌어요 .지나가다 재방송한편보고는다찾아보았다는ㅋ 원만한 공중파 드라마보다 낫네용,1
8369785,과거 말콤 x란 영화를 보고 난 후 그에 대한 모든 게 궁금해졌다. 그리고 지금 이 분은 내가 가장 존경하는 인물들 중 한 사람이다.,1
9701018,별반개도 아까운영화 쓰레기 그냥 한명씩죽어 그리고끝 스토리도없고. 그냥죽는영화 이해불가 영화제목에 낚임진짜 쓰레기자체임 백원주고보는것도아까울영화,0
10149543,이딴 영화에 10점준 애들은 백프로 영화에 관련된 주변인들이라 믿어 의심치 않는다,0
9045491,"와 역대급 쓰레기 ㄷㄷㄷ 70년대 영화앵글에 최하급 발연기, 고루한 분위기, 뭘말하는지 알수없는 시나리오, 괴이한 편집,,, 어떻게 2014년에 이런 영화가 나올수가 있나ㄷㄷㄷ 0점을 줄수없어 1점 준다.",0
9838650,말이 필요 없다 정말ㅎㅎㅎㅎ,1
9839646,랩갓랍갓랩갓랩갓랩갓,1
7754180,참신할 것 없는 오프닝 시퀀스를 도와주는 잭 화이트와 알리샤 키스. 무조건 부수기만 한다고 해서 액션은 아니다. 시간 지나면 지날수록 <카지노 로얄>의 에필로그 그 이상 그 이하도 아니다.,0
10242937,이 영화는 화성연쇄사건을 재연한 영화인데 그 떄 경찰들이 좀 더 적극적으로 수사했으면 좋았을텐데 그리고 연쇄살인범한테 무고한 목숨을 잃은 사람들 삼가 고인의 명복을 빕니다,1
4329493,한세기전 대공황속 사람들도 똑같이 격었을 사랑과 절망 행복 그리고 희망,1
7243227,할렐루야 아멘,0
8742157,공주역할을잘못캐스팅한듯..윌리엄인지사냥꾼인지 공주랑연결되는부분도업고..배경와그래픽은좋았는데공주가돋보여야되는데 여왕이제일돋보였고 뭔가하날빼먹은 느낌.. 너무아쉬운영화 ㅠ,0
1502725,아진짜 살인에 충동을느낀다..아진짜 !!!!!모냐고요!!,0
9666769,헐리우드에서 만들었다면 정말 멋진 영화가 되었을지도 모르겠다 견자단의 표정연기나 행동연기는 기가막히고 주윤발의 표정연기 너무 멋지다 그런데 그놈의 말도 안돼는 3D가 다 망친듯,1
4937707,이경규 보다 못하다 넌..,0
1347300,역시 csi~ 역시 제리 브룩하이머~,1
3897992,흐억!,0
6126080,성인동화를 종아하면서 시간 많은 분들만 보세요.,0
8082130,원작자가 자기가 만든 캐릭터를 망가뜨리는 수준이 가희 신급임..한심한 영화..뭐하러 만들었는지 이해불가의 영화랄까...영희 훈이의 대사도 70년대 영화 대사같고...90년대 만든 것 맞아??,0
9792571,썰을 한참 풀다 막판에 나몰라라.,0
8351614,일해라 토가시토해라 일가시,1
10277691,약간 가상의 느낌이 든것말고는 좋은영화입니다화끈하게 무서운영화 찾으시는분들 원츄,1
9590201,유즈얼서스펙트와 같은 반전이 있죠.범인은 XX다! 범인은 XX다!,1
6932744,시티헌터 정말 재밌게 봤는데 ?역시 이민호 최고의 배우!,1
4245062,B급특유의 허술함과 매력이 있는 슈퍼맨이었다....,1
7497528,휴 시간아깝다,0
5073383,모여라 꿈동산이 훨재미있겠다...저런것도 감독이냐...ㅡㅡ,0
9437760,너무 멋진 윤발이 형. 감동적이고 OST도 너무 좋다,1
4985293,너 신고요.,0
10240495,그걸왜 비교하냐. 그리고 이영화 한장면 만봤지만 오블리비언 수준은 아니었다. 반지의 제왕보다는 훨씬 재밌겠다.,1
9114121,여깄던 평점 싹 지우고 다시해놨네 ㅋㅋㅋ,0
7336264,클로이 너무 매력적이야. meet bill처럼 배급사가 영화망친 대표적 사례중 하나.,1
2233981,여운이남는영화..좋은영화입니다.^^,1
5523046,영화보구 느낀 점 딱 하나 다신 서극감독 영화는 안봐.,0
7360287,//글라디 에이터//라고 쓰고//글마요즘뭐하노?//라고 읽는다...(웃음),0
8257380,미국애들도 추악한진실을알리기도하네요 굉장히재밌게봤습니다,1
3265319,오래전 vod에서도 상영한듯.....,0
2188263,"자꾸만 보고싶어지는,,^^",1
10256127,내 인생에 가장 짜릿하고 재밌고 무서운 스릴러영화,1
